tr|M0U2F0|M0U2F0_MUSAM	TM_PBP2|GT-A	TM_PBP2(8-65)|Branch(53-326)
tr|A0A2T5HDU2|A0A2T5HDU2_9RHOB	GT-A	Branch(3-250)
tr|A0A2T5HWI6|A0A2T5HWI6_9RHOB	GT-A	Branch(33-241)
tr|A0A2T5XUK6|A0A2T5XUK6_9SPHI	GT-A	Branch(5-233)
tr|A0A2T5XV18|A0A2T5XV18_9SPHI	GT-A	Branch(16-235)
tr|A0A2T6BFC7|A0A2T6BFC7_9RHOB	GT-A	Branch(4-241)
tr|A0A2T6BPC6|A0A2T6BPC6_9RHOB	GT-A	Branch(3-250)
tr|A0A2T6K7Y5|A0A2T6K7Y5_9RHOB	GT-A	Branch(55-241)
tr|A0A2T6KLM1|A0A2T6KLM1_9RHOB	GT-A	Branch(13-250)
tr|A0A2T7BDK0|A0A2T7BDK0_9BACT	GT-A	Branch(4-248)
tr|A0A2T7FZI1|A0A2T7FZI1_9RHOB	GT-A	Branch(33-241)
tr|A0A2T7FZX1|A0A2T7FZX1_9RHOB	GT-A	Branch(31-250)
tr|A0A2T7G5P1|A0A2T7G5P1_9RHOB	GT-A	Branch(33-241)
tr|A0A2T7G6H5|A0A2T7G6H5_9RHOB	GT-A	Branch(31-250)
tr|A0A2T7ULL2|A0A2T7ULL2_9RHOB	GT-A	Branch(25-244)
tr|A0A2U2CJC5|A0A2U2CJC5_9RHOB	GT-A	Branch(25-244)
tr|A0A2U2CKC3|A0A2U2CKC3_9RHOB	GT-A	Branch(4-241)
tr|A0A2U2CNZ6|A0A2U2CNZ6_9RHOB	GT-A	Branch(3-250)
tr|A0A2U2CX48|A0A2U2CX48_9RHOB	GT-A	Branch(31-250)
tr|A0A2U2CXL9|A0A2U2CXL9_9RHOB	GT-A	Branch(33-241)
tr|A0A2Z5E7T8|A0A2Z5E7T8_9SPHN	GT-A	Branch(2-245)
tr|A0A316WYA1|A0A316WYA1_9FLAO	GT-A	Branch(25-247)
tr|A0A316XF03|A0A316XF03_9FLAO	GT-A	Branch(25-247)
tr|A1B360|A1B360_PARDP	GT-A	Branch(36-245)
tr|A1B4E0|A1B4E0_PARDP	GT-A	Branch(36-251)
tr|A2WVJ3|A2WVJ3_ORYSI	GT-A	Branch(47-402)
tr|A2YR54|A2YR54_ORYSI	GT-A	Branch(13-438)
tr|A3JMF7|A3JMF7_9RHOB	GT-A	Branch(31-250)
tr|A3JNB3|A3JNB3_9RHOB	GT-A	Branch(33-241)
tr|A3K921|A3K921_9RHOB	GT-A	Branch(32-241)
tr|A3KAS4|A3KAS4_9RHOB	GT-A	Branch(31-250)
tr|A3SKZ3|A3SKZ3_ROSNI	GT-A	Branch(31-250)
tr|A3SQS9|A3SQS9_ROSNI	GT-A	Branch(33-241)
tr|A3TMK9|A3TMK9_9MICO	GT-A	Branch(4-225)
tr|A3TWD9|A3TWD9_PSEBH	GT-A	Branch(32-251)
tr|A3U252|A3U252_PSEBH	GT-A	Branch(32-241)
tr|A3V290|A3V290_9RHOB	GT-A	Branch(13-250)
tr|A3V5G7|A3V5G7_9RHOB	GT-A	Branch(33-241)
tr|A3VCC1|A3VCC1_9RHOB	GT-A	Branch(31-250)
tr|A3VEY8|A3VEY8_9RHOB	GT-A	Branch(32-241)
tr|A3X682|A3X682_9RHOB	GT-A	Branch(32-241)
tr|A3X759|A3X759_9RHOB	GT-A	Branch(32-251)
tr|A4EH31|A4EH31_9RHOB	GT-A	Branch(13-259)
tr|A4EIF7|A4EIF7_9RHOB	GT-A	Branch(33-241)
tr|A4ESL0|A4ESL0_9RHOB	GT-A	Branch(32-225)
tr|A4ET95|A4ET95_9RHOB	GT-A	Branch(14-251)
tr|A6E894|A6E894_9SPHI	GT-A	Branch(4-245)
tr|A6E8B6|A6E8B6_9SPHI	GT-A	Branch(16-269)
tr|A6FLB5|A6FLB5_9RHOB	GT-A	Branch(25-244)
tr|A6FM22|A6FM22_9RHOB	GT-A	Branch(33-226)
tr|A6KZ95|A6KZ95_BACV8	GT-A	Branch(4-254)
tr|A6L141|A6L141_BACV8	GT-A	Branch(61-248)
tr|A7ILZ1|A7ILZ1_XANP2	GT-A	Branch(32-241)
tr|A7S9I5|A7S9I5_NEMVE	GT-A	Branch(21-264)
tr|A7SFS7|A7SFS7_NEMVE	GT-A	Branch(7-218)
tr|A8CWP2|A8CWP2_HORSE	GT-A	Branch(123-391)
tr|A8LQD8|A8LQD8_DINSH	GT-A	Branch(4-225)
tr|A8WXD0|A8WXD0_CAEBR	GT-A	Branch(97-305)
tr|A8XCH1|A8XCH1_CAEBR	GT-A	Branch(107-373)
tr|A8YX77|A8YX77_LACH4	GT-A	Branch(31-214)
tr|A9DUL2|A9DUL2_9RHOB	GT-A	Branch(68-241)
tr|A9DY94|A9DY94_9RHOB	GT-A	Branch(31-250)
tr|A9VDG4|A9VDG4_MONBE	GT-A	Branch(142-386)
tr|B1C4H2|B1C4H2_9FIRM	GT-A	Branch(18-273)
tr|B1ZGQ5|B1ZGQ5_METPB	GT-A	Branch(26-254)
tr|B1ZT74|B1ZT74_OPITP	GT-A	Branch(3-265)
tr|B3JH78|B3JH78_9BACE	GT-A	Branch(7-269)
tr|B3RLB2|B3RLB2_TRIAD	GT-A	Branch(17-274)
tr|B3S1F6|B3S1F6_TRIAD	GT-A	Branch(159-411)
tr|B4F927|B4F927_MAIZE	GT-A	Branch(24-438)
tr|B4G1B2|B4G1B2_MAIZE	GT-A	Branch(104-332)
tr|B5CQT2|B5CQT2_9FIRM	GT-A	Branch(4-258)
tr|B5Y3Q5|B5Y3Q5_PHATC	GT-A	Branch(82-300)
tr|B6ASU0|B6ASU0_9RHOB	GT-A	Branch(59-244)
tr|B6B2J1|B6B2J1_9RHOB	GT-A	Branch(33-241)
tr|B6TXU5|B6TXU5_MAIZE	GT-A	Branch(63-332)
tr|B7FSV5|B7FSV5_PHATC	GT-A	Branch(169-401)
tr|B7QTM6|B7QTM6_9RHOB	GT-A	Branch(32-251)
tr|B7QYK2|B7QYK2_9RHOB	GT-A	Branch(4-241)
tr|B7RJI5|B7RJI5_9RHOB	GT-A	Branch(31-250)
tr|B7RN74|B7RN74_9RHOB	GT-A	Branch(70-278)
tr|B8ACZ9|B8ACZ9_ORYSI	GT-A	Branch(53-401)
tr|B8APX5|B8APX5_ORYSI	GT-A	Branch(82-423)
tr|B8AS64|B8AS64_ORYSI	GT-A	Branch(61-394)
tr|B8BH19|B8BH19_ORYSI	GT-A	Branch(65-420)
tr|B8CCB0|B8CCB0_THAPS	GT-A	Branch(206-391)
tr|B9H3Y7|B9H3Y7_POPTR	GT-A	Branch(16-428)
tr|B9HQR0|B9HQR0_POPTR	GT-A	Branch(55-429)
tr|B9HZU9|B9HZU9_POPTR	GT-A	PLN03183(1-419)
tr|B9I686|B9I686_POPTR	GT-A	Branch(19-441)
tr|B9N1G3|B9N1G3_POPTR	GT-A	PLN03183(1-419)
tr|B9NTR3|B9NTR3_9RHOB	GT-A	Branch(33-241)
tr|B9NU33|B9NU33_9RHOB	GT-A	Branch(66-251)
tr|B9RP37|B9RP37_RICCO	GT-A	Branch(106-340)
tr|B9RPZ2|B9RPZ2_RICCO	GT-A	Branch(27-389)
tr|B9RSN6|B9RSN6_RICCO	GT-A	Branch(103-330)
tr|B9RUK1|B9RUK1_RICCO	GT-A	Branch(17-430)
tr|B9RW58|B9RW58_RICCO	GT-A	Branch(16-438)
tr|B9RWP7|B9RWP7_RICCO	GT-A	Branch(73-435)
tr|B9SI59|B9SI59_RICCO	GT-A	Branch(1-271)
tr|B9SP10|B9SP10_RICCO	GT-A	Branch(16-388)
tr|B9SYJ3|B9SYJ3_RICCO	GT-A	Branch(4-396)
tr|B9T5N1|B9T5N1_RICCO	GT-A	PLN03183(1-417)
tr|C0P7B6|C0P7B6_MAIZE	GT-A	Branch(93-321)
tr|C2EVL5|C2EVL5_9LACO	GT-A	Branch(30-194)
tr|C3Z3S6|C3Z3S6_BRAFL	GT-A	Branch(18-277)
tr|C4GJ87|C4GJ87_9NEIS	GT-A	Branch(19-235)
tr|C4IDA7|C4IDA7_CLOBU	GT-A	Branch(29-251)
tr|C4RGH4|C4RGH4_9ACTN	GT-A	Branch(193-304)
tr|C5NWI4|C5NWI4_9BACL	GT-A	Branch(4-261)
tr|C5WPE2|C5WPE2_SORBI	GT-A	Branch(69-388)
tr|C5WY00|C5WY00_SORBI	GT-A	Branch(72-414)
tr|C5XE70|C5XE70_SORBI	GT-A	Branch(53-401)
tr|C5XL92|C5XL92_SORBI	GT-A	Branch(130-490)
tr|C5XL93|C5XL93_SORBI	GT-A	Branch(79-441)
tr|C5XW74|C5XW74_SORBI	GT-A	Branch(104-332)
tr|C5YT33|C5YT33_SORBI	GT-A	Branch(73-425)
tr|C5Z064|C5Z064_SORBI	GT-A	Branch(67-420)
tr|C5Z134|C5Z134_SORBI	GT-A	Branch(73-331)
tr|C5Z5M0|C5Z5M0_SORBI	GT-A	Branch(49-439)
tr|C6VVY4|C6VVY4_DYAFD	GT-A	Branch(3-252)
tr|C6XWA2|C6XWA2_PEDHD	GT-A	Branch(3-256)
tr|C7DC06|C7DC06_9RHOB	GT-A	Branch(33-241)
tr|C7DEA8|C7DEA8_9RHOB	GT-A	Branch(13-250)
tr|C8PV00|C8PV00_9PROT	GT-A	Branch(29-210)
tr|C8RWY0|C8RWY0_9RHOB	GT-A	Branch(25-244)
tr|C8RYH6|C8RYH6_9RHOB	GT-A	Branch(4-241)
tr|C8WL11|C8WL11_EGGLE	GT-A	Branch(11-273)
tr|D0CRQ7|D0CRQ7_RUELI	GT-A	Branch(33-241)
tr|D0CSP6|D0CSP6_RUELI	GT-A	Branch(68-257)
tr|D0D9C5|D0D9C5_9RHOB	GT-A	Branch(32-241)
tr|D0DAN0|D0DAN0_9RHOB	GT-A	Branch(31-250)
tr|D1A7L5|D1A7L5_THECD	GT-A	Branch(53-252)
tr|D1BZX5|D1BZX5_XYLCX	GT-A	Branch(4-271)
tr|D1NRT1|D1NRT1_9BIFI	GT-A	Branch(4-257)
tr|D2HPX9|D2HPX9_AILME	GT-A	Branch(123-391)
tr|D2NPA1|D2NPA1_ROTMD	GT-A	Branch(18-289)
tr|D2Q657|D2Q657_BIFDB	GT-A	Branch(10-252)
tr|D2QGG9|D2QGG9_SPILD	GT-A	Branch(6-285)
tr|D3AYF7|D3AYF7_POLPP	GT-A	Branch(202-459)
tr|D3B3Z6|D3B3Z6_POLPP	GT-A	Branch(130-254)
tr|D3ZBX5|D3ZBX5_RAT	GT-A	Branch(111-319)
tr|D4W6N8|D4W6N8_9FIRM	GT-A	Branch(7-257)
tr|D5AKP4|D5AKP4_RHOCB	GT-A	Branch(31-250)
tr|D5AMD7|D5AMD7_RHOCB	GT-A	Branch(4-241)
tr|D7FV18|D7FV18_ECTSI	GT-A	Branch(60-382)
tr|D7KKE0|D7KKE0_ARALL	GT-A	PLN03183(1-406)
tr|D7L186|D7L186_ARALL	GT-A	Branch(7-378)
tr|D7L417|D7L417_ARALL	GT-A	PLN03183(1-424)
tr|D7LU20|D7LU20_ARALL	GT-A	Branch(72-310)
tr|D7M3X4|D7M3X4_ARALL	GT-A	Branch(82-319)
tr|D7SUV0|D7SUV0_VITVI	GT-A	Branch(92-323)
tr|D7T398|D7T398_VITVI	GT-A	Branch(58-292)
tr|D7T8V4|D7T8V4_VITVI	GT-A	Branch(53-401)
tr|D7THQ5|D7THQ5_VITVI	GT-A	Branch(2-286)
tr|D8DTE9|D8DTE9_PREBR	GT-A	Branch(3-272)
tr|D8IBP8|D8IBP8_BRAP9	GT-A	Branch(2-218)
tr|D8IBP9|D8IBP9_BRAP9	GT-A	Branch(14-229)
tr|D8ISF9|D8ISF9_HERSS	GT-A	Branch(3-254)
tr|D8LCA7|D8LCA7_ECTSI	GT-A	Branch(8-254)
tr|D8LDZ1|D8LDZ1_ECTSI	GT-A	Branch(150-441)
tr|D8LMY0|D8LMY0_ECTSI	GT-A	Branch(191-389)
tr|D8MSD0|D8MSD0_ERWBE	GT-A	Branch(2-229)
tr|D8QQ30|D8QQ30_SELML	GT-A	Branch(1-409)
tr|D8R487|D8R487_SELML	GT-A	Branch(5-419)
tr|E0CSJ6|E0CSJ6_VITVI	GT-A	PLN03183(1-416)
tr|E0NHP0|E0NHP0_PEDAC	GT-A	Branch(4-261)
tr|E0NTS8|E0NTS8_9BACT	GT-A	Branch(3-266)
tr|E1BN51|E1BN51_BOVIN	GT-A	Branch(111-373)
tr|E1C421|E1C421_CHICK	GT-A	Branch(134-402)
tr|E2QSX0|E2QSX0_CANLF	GT-A	Branch(111-373)
tr|E2R3H5|E2R3H5_CANLF	GT-A	Branch(135-402)
tr|E2RJ65|E2RJ65_CANLF	GT-A	Branch(123-391)
tr|E2RPG5|E2RPG5_CANLF	GT-A	Branch(134-402)
tr|E2SRH5|E2SRH5_9FIRM	GT-A	Branch(3-238)
tr|E2ZGJ0|E2ZGJ0_9FIRM	GT-A	Branch(8-250)
tr|E3F0A5|E3F0A5_KETVY	GT-A	Branch(31-251)
tr|E3LQW8|E3LQW8_CAERE	GT-A	Branch(107-389)
tr|E3MBB0|E3MBB0_CAERE	GT-A	Branch(103-367)
tr|E3MZ44|E3MZ44_CAERE	GT-A	Branch(83-347)
tr|E4X4A7|E4X4A7_OIKDI	GT-A	Branch(115-373)
tr|E4XQK1|E4XQK1_OIKDI	GT-A	Branch(63-334)
tr|E4XYT7|E4XYT7_OIKDI	GT-A	Branch(69-338)
tr|E5WW57|E5WW57_9BACE	GT-A	Branch(4-256)
tr|E5X2F6|E5X2F6_9BACE	GT-A	Branch(5-236)
tr|E6SPJ0|E6SPJ0_BACT6	GT-A	Branch(4-231)
tr|E6WDX2|E6WDX2_PANSA	GT-A	Branch(7-264)
tr|E7FGA6|E7FGA6_DANRE	GT-A	Branch(112-372)
tr|E7RYF6|E7RYF6_9BURK	GT-A	Branch(3-248)
tr|E8NFE5|E8NFE5_MICTS	GT-A	Branch(28-252)
tr|F0EYZ5|F0EYZ5_9NEIS	GT-A	Branch(1-187)
tr|F0ZAC6|F0ZAC6_DICPU	GT-A	Branch(162-435)
tr|F0ZAL2|F0ZAL2_DICPU	GT-A	Branch(158-415)
tr|F1MC30|F1MC30_BOVIN	GT-A	Branch(134-402)
tr|F1MUW5|F1MUW5_BOVIN	GT-A	Branch(123-391)
tr|F1NU59|F1NU59_CHICK	GT-A	Branch(121-389)
tr|F1S070|F1S070_PIG	GT-A	Branch(136-403)
tr|F1SIN0|F1SIN0_PIG	GT-A	Branch(123-391)
tr|F3PT82|F3PT82_9BACE	GT-A	Branch(4-231)
tr|F4CA84|F4CA84_SPHS2	GT-A	Branch(7-247)
tr|F4Q5M8|F4Q5M8_CAVFA	GT-A	Branch(193-467)
tr|F4XP63|F4XP63_9CYAN	GT-A	Branch(29-279)
tr|F5IUS2|F5IUS2_9BACT	GT-A	Branch(4-262)
tr|F5J2P8|F5J2P8_9BACT	GT-A	Branch(3-230)
tr|F5S884|F5S884_9NEIS	GT-A	Branch(4-235)
tr|F5XI56|F5XI56_MICPN	GT-A	Branch(5-263)
tr|F5Y201|F5Y201_RAMTT	GT-A	Branch(48-284)
tr|F6HMN4|F6HMN4_VITVI	GT-A	Branch(28-393)
tr|F6HPH3|F6HPH3_VITVI	GT-A	Branch(16-420)
tr|F6IL38|F6IL38_9SPHN	GT-A	Branch(2-257)
tr|F6QK87|F6QK87_CIOIN	GT-A	Branch(27-267)
tr|F6QZK0|F6QZK0_CALJA	GT-A	Branch(97-357)
tr|F6R1I2|F6R1I2_ORNAN	GT-A	Branch(125-393)
tr|F6STG0|F6STG0_HORSE	GT-A	Branch(134-402)
tr|F6U1S7|F6U1S7_MACMU	GT-A	Branch(123-391)
tr|F6V597|F6V597_CIOIN	GT-A	Branch(129-400)
tr|F6WAZ3|F6WAZ3_XENTR	GT-A	Branch(116-384)
tr|F6WVK0|F6WVK0_ORNAN	GT-A	Branch(133-401)
tr|F6XBE0|F6XBE0_MONDO	GT-A	Branch(137-404)
tr|F6XV80|F6XV80_MONDO	GT-A	Branch(124-392)
tr|F6XXI5|F6XXI5_ORNAN	GT-A	Branch(15-222)
tr|F6XY86|F6XY86_XENTR	GT-A	Branch(126-396)
tr|F7A6K3|F7A6K3_HORSE	GT-A	Branch(136-403)
tr|F7A7G8|F7A7G8_CALJA	GT-A	Branch(123-391)
tr|F7DQW1|F7DQW1_XENTR	GT-A	Branch(112-378)
tr|F7DVB7|F7DVB7_HORSE	GT-A	Branch(111-373)
tr|F7EJ95|F7EJ95_XENTR	GT-A	Branch(88-346)
tr|F7EQC1|F7EQC1_CALJA	GT-A	Branch(111-373)
tr|F7FXW1|F7FXW1_ORNAN	GT-A	Branch(123-391)
tr|F7IM95|F7IM95_CALJA	GT-A	Branch(133-401)
tr|F8EK97|F8EK97_RUNSL	GT-A	Branch(3-248)
tr|F8N7C3|F8N7C3_9BACT	GT-A	Branch(3-271)
tr|F8WX43|F8WX43_9BACT	GT-A	Branch(3-238)
tr|F9D2J0|F9D2J0_PREDD	GT-A	Branch(3-241)
tr|G0MDM7|G0MDM7_CAEBE	GT-A	Branch(140-404)
tr|G0NR09|G0NR09_CAEBE	GT-A	Branch(93-359)
tr|G0NWN5|G0NWN5_CAEBE	GT-A	Branch(38-290)
tr|G1KIA8|G1KIA8_ANOCA	GT-A	Branch(134-402)
tr|G1L195|G1L195_AILME	GT-A	Branch(123-391)
tr|G1LKK9|G1LKK9_AILME	GT-A	Branch(111-373)
tr|G1MX24|G1MX24_MELGA	GT-A	Branch(98-358)
tr|G1N079|G1N079_MELGA	GT-A	Branch(121-389)
tr|G1N2Y6|G1N2Y6_MELGA	GT-A	Branch(124-392)
tr|G1NAB9|G1NAB9_MELGA	GT-A	Branch(25-287)
tr|G1NVT4|G1NVT4_MYOLU	GT-A	Branch(123-391)
tr|G1NZI5|G1NZI5_MYOLU	GT-A	Branch(130-397)
tr|G1PEG2|G1PEG2_MYOLU	GT-A	Branch(15-262)
tr|G1Q194|G1Q194_MYOLU	GT-A	Branch(134-402)
tr|G1QCB5|G1QCB5_MYOLU	GT-A	Branch(95-355)
tr|G1S9D8|G1S9D8_NOMLE	GT-A	Branch(133-401)
tr|G1SU26|G1SU26_RABIT	GT-A	Branch(123-391)
tr|G1T795|G1T795_RABIT	GT-A	Branch(97-357)
tr|G1TLP6|G1TLP6_RABIT	GT-A	Branch(135-402)
tr|G1U325|G1U325_RABIT	GT-A	Branch(117-379)
tr|G2KUM7|G2KUM7_LACSM	GT-A	Branch(49-260)
tr|G2LEG3|G2LEG3_CHLTF	GT-A	Branch(86-294)
tr|G2LEJ9|G2LEJ9_CHLTF	GT-A	Branch(56-277)
tr|G2PNI6|G2PNI6_MURRD	GT-A	Branch(7-259)
tr|G2SPB0|G2SPB0_LACRR	GT-A	Branch(4-274)
tr|G2SQ22|G2SQ22_LACRR	GT-A	Branch(3-262)
tr|G3HXP2|G3HXP2_CRIGR	GT-A	Branch(134-402)
tr|G3I7N1|G3I7N1_CRIGR	GT-A	Branch(123-391)
tr|G3IKH5|G3IKH5_CRIGR	GT-A	Branch(97-311)
tr|G3N8J5|G3N8J5_GASAC	GT-A	Branch(118-386)
tr|G3NR83|G3NR83_GASAC	GT-A	Branch(24-254)
tr|G3NZ16|G3NZ16_GASAC	GT-A	Branch(118-381)
tr|G3P9C3|G3P9C3_GASAC	GT-A	Branch(77-344)
tr|G3PT34|G3PT34_GASAC	GT-A	Branch(138-406)
tr|G3RTA5|G3RTA5_GORGO	GT-A	Branch(133-401)
tr|G3SBH0|G3SBH0_GORGO	GT-A	Branch(111-373)
tr|G3TWN3|G3TWN3_LOXAF	GT-A	Branch(123-391)
tr|G3UM56|G3UM56_LOXAF	GT-A	Branch(24-282)
tr|G3WE05|G3WE05_SARHA	GT-A	Branch(136-403)
tr|G3X0Q4|G3X0Q4_SARHA	GT-A	Branch(134-402)
tr|G4HNE7|G4HNE7_9BACL	GT-A	Branch(2-202)
tr|G4LUI2|G4LUI2_SCHMA	GT-A	Branch(87-339)
tr|G4V6I1|G4V6I1_SCHMA	GT-A	Branch(45-298)
tr|G5BLA2|G5BLA2_HETGA	GT-A	Branch(47-315)
tr|G5BN64|G5BN64_HETGA	GT-A	Branch(97-357)
tr|G5BN65|G5BN65_HETGA	GT-A	Branch(13-220)
tr|G5C2Z7|G5C2Z7_HETGA	GT-A	Branch(28-296)
tr|G5EBK7|G5EBK7_CAEEL	GT-A	Branch(116-307)
tr|G5EEZ8|G5EEZ8_CAEEL	GT-A	Branch(105-297)
tr|G5JUI7|G5JUI7_9STRE	GT-A	Branch(5-260)
tr|G7I942|G7I942_MEDTR	GT-A	Branch(37-258)
tr|G7IAS1|G7IAS1_MEDTR	GT-A	Branch(48-397)
tr|G7IRB3|G7IRB3_MEDTR	GT-A	Branch(4-424)
tr|G7IRG0|G7IRG0_MEDTR	GT-A	Branch(79-334)
tr|G7JAJ3|G7JAJ3_MEDTR	GT-A	Branch(96-327)
tr|G7L1K4|G7L1K4_MEDTR	GT-A	Branch(4-399)
tr|G7P4D8|G7P4D8_MACFA	GT-A	Branch(15-222)
tr|G7P4D9|G7P4D9_MACFA	GT-A	Branch(97-357)
tr|G7P7R4|G7P7R4_MACFA	GT-A	Branch(133-401)
tr|G7PFT7|G7PFT7_MACFA	GT-A	Branch(111-352)
tr|G7PSK3|G7PSK3_MACFA	GT-A	Branch(123-391)
tr|G7YEX7|G7YEX7_CLOSI	GT-A	Branch(71-276)
tr|G7YN99|G7YN99_CLOSI	GT-A	Branch(45-295)
tr|G7YX69|G7YX69_CLOSI	GT-A	Branch(11-266)
tr|G7ZX28|G7ZX28_MEDTR	GT-A	Branch(10-432)
tr|G8R512|G8R512_OWEHD	GT-A	Branch(3-246)
tr|H0W5Q0|H0W5Q0_CAVPO	GT-A	Branch(122-390)
tr|H0WPX1|H0WPX1_OTOGA	GT-A	Branch(5-251)
tr|H0X5N6|H0X5N6_OTOGA	GT-A	Branch(134-402)
tr|H0YZ68|H0YZ68_TAEGU	GT-A	Branch(105-373)
tr|H0ZTU8|H0ZTU8_TAEGU	GT-A	Branch(25-233)
tr|H1BJS0|H1BJS0_9FIRM	GT-A	Branch(3-227)
tr|H1Y1N7|H1Y1N7_9SPHI	GT-A	Branch(3-253)
tr|H1Y210|H1Y210_9SPHI	GT-A	Branch(3-244)
tr|H1ZB04|H1ZB04_MYROD	GT-A	Branch(14-287)
tr|H1ZF41|H1ZF41_MYROD	GT-A	Branch(27-243)
tr|H2KPZ6|H2KPZ6_CLOSI	GT-A	Branch(32-288)
tr|H2KR90|H2KR90_CLOSI	GT-A	Branch(38-291)
tr|H2KU99|H2KU99_CLOSI	GT-A	Branch(70-325)
tr|H2L6I1|H2L6I1_ORYLA	GT-A	Branch(42-302)
tr|H2L9K9|H2L9K9_ORYLA	GT-A	Branch(121-389)
tr|H2LME6|H2LME6_ORYLA	GT-A	Branch(126-395)
tr|H2LTQ1|H2LTQ1_ORYLA	GT-A	Branch(46-215)
tr|H2P2C9|H2P2C9_PONAB	GT-A	Branch(5-251)
tr|H2PFV6|H2PFV6_PONAB	GT-A	Branch(133-401)
tr|H2PHW9|H2PHW9_PONAB	GT-A	Branch(97-357)
tr|H2REA9|H2REA9_PANTR	GT-A	Branch(133-401)
tr|H2S8I3|H2S8I3_TAKRU	GT-A	Branch(71-340)
tr|H2TX75|H2TX75_TAKRU	GT-A	Branch(125-392)
tr|H2UEF6|H2UEF6_TAKRU	GT-A	Branch(35-299)
tr|H2VCV6|H2VCV6_TAKRU	GT-A	Branch(120-388)
tr|H2Z400|H2Z400_CIOSA	GT-A	Branch(64-335)
tr|H3ADN6|H3ADN6_LATCH	GT-A	Branch(123-391)
tr|H3AT19|H3AT19_LATCH	GT-A	Branch(130-398)
tr|H3BF61|H3BF61_LATCH	GT-A	Branch(115-383)
tr|H3BZS1|H3BZS1_TETNG	GT-A	Branch(124-392)
tr|H3C559|H3C559_TETNG	GT-A	Branch(125-394)
tr|H3D7J2|H3D7J2_TETNG	GT-A	Branch(139-406)
tr|H6N1M5|H6N1M5_GORPV	GT-A	Branch(21-259)
tr|H9G739|H9G739_ANOCA	GT-A	Branch(136-403)
tr|H9H454|H9H454_MACMU	GT-A	Branch(97-357)
tr|H9Z249|H9Z249_MACMU	GT-A	Branch(133-401)
tr|I1ATQ2|I1ATQ2_9RHOB	GT-A	Branch(31-250)
tr|I1AZA9|I1AZA9_9RHOB	GT-A	Branch(32-225)
tr|I1GPF3|I1GPF3_BRADI	GT-A	Branch(56-429)
tr|I1GXJ5|I1GXJ5_BRADI	GT-A	Branch(45-439)
tr|I1H6X4|I1H6X4_BRADI	GT-A	Branch(58-390)
tr|I1H9T9|I1H9T9_BRADI	GT-A	Branch(80-422)
tr|I1HBI3|I1HBI3_BRADI	GT-A	Branch(6-400)
tr|I1HLD4|I1HLD4_BRADI	GT-A	Branch(79-337)
tr|I1HQM6|I1HQM6_BRADI	GT-A	Branch(62-330)
tr|I1HS44|I1HS44_BRADI	GT-A	Branch(64-410)
tr|I1IG08|I1IG08_BRADI	GT-A	Branch(40-424)
tr|I1K1L1|I1K1L1_SOYBN	GT-A	Branch(58-311)
tr|I1KGP7|I1KGP7_SOYBN	GT-A	Branch(63-418)
tr|I1LAG4|I1LAG4_SOYBN	GT-A	Branch(56-294)
tr|I1M482|I1M482_SOYBN	GT-A	Branch(78-331)
tr|I1M9I9|I1M9I9_SOYBN	GT-A	Branch(131-367)
tr|I1MKV8|I1MKV8_SOYBN	GT-A	Branch(11-399)
tr|I1MU95|I1MU95_SOYBN	GT-A	Branch(55-421)
tr|I1N1T5|I1N1T5_SOYBN	GT-A	Branch(65-415)
tr|I1N8E6|I1N8E6_SOYBN	GT-A	Branch(37-399)
tr|I1NDQ1|I1NDQ1_SOYBN	GT-A	Branch(65-267)
tr|I1NFU7|I1NFU7_SOYBN	GT-A	Branch(48-396)
tr|I1NS19|I1NS19_ORYGL	GT-A	Branch(47-402)
tr|I1PA05|I1PA05_ORYGL	GT-A	Branch(50-376)
tr|I1PEH5|I1PEH5_ORYGL	GT-A	Branch(58-444)
tr|I1PJZ5|I1PJZ5_ORYGL	GT-A	Branch(8-280)
tr|I1PSJ1|I1PSJ1_ORYGL	GT-A	Branch(46-399)
tr|I1QFL3|I1QFL3_ORYGL	GT-A	Branch(13-438)
tr|I1R898|I1R898_ORYGL	GT-A	Branch(75-426)
tr|I3K677|I3K677_ORENI	GT-A	Branch(126-395)
tr|I3KC97|I3KC97_ORENI	GT-A	Branch(128-397)
tr|I3KE70|I3KE70_ORENI	GT-A	Branch(118-386)
tr|I3KKS2|I3KKS2_ORENI	GT-A	Branch(121-390)
tr|I3MID2|I3MID2_ICTTR	GT-A	Branch(111-372)
tr|I3MX41|I3MX41_ICTTR	GT-A	Branch(123-391)
tr|I4ERH4|I4ERH4_9ACTN	GT-A	Branch(31-252)
tr|I5AU15|I5AU15_EUBCE	GT-A	Branch(4-247)
tr|I6XZH0|I6XZH0_PSEPQ	GT-A	Branch(227-281)
tr|I7E5W3|I7E5W3_PHAIB	GT-A	Branch(32-251)
tr|I7EQL4|I7EQL4_PHAIB	GT-A	Branch(4-240)
tr|J2JLM4|J2JLM4_9FLAO	GT-A	Branch(25-247)
tr|J2L1H7|J2L1H7_9SPHN	GT-A	Branch(2-231)
tr|J3CI37|J3CI37_9RHIZ	GT-A	Branch(36-254)
tr|J3J8I8|J3J8I8_9LACO	GT-A	Branch(3-262)
tr|J3KUP0|J3KUP0_ORYBR	GT-A	Branch(22-276)
tr|J3KXE1|J3KXE1_ORYBR	GT-A	Branch(42-273)
tr|J3LJY4|J3LJY4_ORYBR	GT-A	Branch(74-419)
