tr|U6PXS4|U6PXS4_HAECO	Vps35|TMhelix|GT-A|TMhelix|TMhelix	Vps35(14-750)|TMhelix(840-862)|Glucosylceramide_synthase(880-1109)|TMhelix(1135-1157)|TMhelix(1177-1199)
tr|A7SRG7|A7SRG7_NEMVE	GT-A|TMhelix|TMhelix|TMhelix	Glucosylceramide_synthase(3-233)|TMhelix(239-261)|TMhelix(268-290)|TMhelix(300-322)
tr|B0XJR8|B0XJR8_CULQU	GT-A|TMhelix|TMhelix|TMhelix	Glucosylceramide_synthase(51-281)|TMhelix(282-304)|TMhelix(316-338)|TMhelix(348-370)
tr|B4DB16|B4DB16_9BACT	GT-A|TMhelix|TMhelix|TMhelix	HpnI(12-390)|TMhelix(283-305)|TMhelix(318-335)|TMhelix(345-367)
tr|D5SW29|D5SW29_PLAL2	GT-A|TMhelix|TMhelix|TMhelix	BcsA(1-401)|TMhelix(279-301)|TMhelix(313-335)|TMhelix(350-372)
tr|F2LAY6|F2LAY6_BURGS	GT-A|TMhelix|TMhelix|TMhelix	HpnI(8-383)|TMhelix(281-303)|TMhelix(310-332)|TMhelix(347-369)
tr|G1URR3|G1URR3_9DELT	GT-A|TMhelix|TMhelix|TMhelix	Glyco_transf_21(105-273)|TMhelix(282-304)|TMhelix(309-331)|TMhelix(346-365)
tr|G4VQ32|G4VQ32_SCHMA	GT-A|TMhelix|TMhelix|TMhelix	Glucosylceramide_synthase(8-249)|TMhelix(258-280)|TMhelix(287-309)|TMhelix(324-346)
tr|G7Q6V6|G7Q6V6_9DELT	GT-A|TMhelix|TMhelix|TMhelix	HpnI(8-377)|TMhelix(276-298)|TMhelix(305-327)|TMhelix(337-359)
tr|I4C125|I4C125_DESTA	GT-A|TMhelix|TMhelix|TMhelix	BcsA(1-367)|TMhelix(276-298)|TMhelix(303-325)|TMhelix(335-357)
tr|J9A0S4|J9A0S4_9RHOB	GT-A|TMhelix|TMhelix|TMhelix	HpnI(16-373)|TMhelix(280-302)|TMhelix(307-329)|TMhelix(344-361)
tr|K7W7R0|K7W7R0_9NOST	GT-A|TMhelix|TMhelix|TMhelix	HpnI(1-375)|TMhelix(277-296)|TMhelix(303-325)|TMhelix(340-362)
tr|K9PPS2|K9PPS2_9CYAN	GT-A|TMhelix|TMhelix|TMhelix	HpnI(21-375)|TMhelix(277-299)|TMhelix(306-325)|TMhelix(340-362)
tr|K9TSA1|K9TSA1_9CYAN	GT-A|TMhelix|TMhelix|TMhelix	HpnI(26-389)|TMhelix(291-313)|TMhelix(320-342)|TMhelix(352-374)
tr|K9Z928|K9Z928_CYAAP	GT-A|TMhelix|TMhelix|TMhelix	HpnI(30-364)|TMhelix(264-286)|TMhelix(291-313)|TMhelix(323-345)
tr|S0ATU1|S0ATU1_FERAC	GT-A|TMhelix|TMhelix|TMhelix	BcsA(10-337)|TMhelix(268-290)|TMhelix(295-312)|TMhelix(322-339)
tr|T1H5L7|T1H5L7_MEGSC	GT-A|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(31-339)|TMhelix(347-369)|TMhelix(374-393)|TMhelix(408-430)
tr|U7D9Q2|U7D9Q2_9BACT	GT-A|TMhelix|TMhelix|TMhelix	BcsA(27-352)|TMhelix(280-302)|TMhelix(307-329)|TMhelix(336-358)
tr|V4J5J5|V4J5J5_9GAMM	GT-A|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(5-233)|TMhelix(240-262)|TMhelix(269-291)|TMhelix(302-321)
tr|W7LUK8|W7LUK8_GIBM7	GT-A|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(49-357)|TMhelix(370-392)|TMhelix(399-418)|TMhelix(457-479)
tr|A0A067MS80|A0A067MS80_9HOMO	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(21-303)|TMhelix(306-328)|TMhelix(338-360)
tr|A0A074JVC0|A0A074JVC0_9RHOB	GT-A|TMhelix|TMhelix	Glucosylceramide_synthase(42-271)|TMhelix(274-296)|TMhelix(306-328)
tr|A0A084IQW5|A0A084IQW5_9GAMM	GT-A|TMhelix|TMhelix	HpnI(2-331)|TMhelix(229-251)|TMhelix(255-277)
tr|A0A0A1H4V0|A0A0A1H4V0_9BURK	GT-A|TMhelix|TMhelix	HpnI(1-371)|TMhelix(291-313)|TMhelix(334-353)
tr|A0A0C1XMR8|A0A0C1XMR8_9CYAN	GT-A|TMhelix|TMhelix	HpnI(1-376)|TMhelix(276-298)|TMhelix(302-324)
tr|A0A0C2DBE2|A0A0C2DBE2_9DELT	GT-A|TMhelix|TMhelix	HpnI(44-421)|TMhelix(325-347)|TMhelix(376-398)
tr|A0A0C4YFP8|A0A0C4YFP8_9BURK	GT-A|TMhelix|TMhelix	HpnI(2-318)|TMhelix(234-256)|TMhelix(261-283)
tr|A0A0D6ALR1|A0A0D6ALR1_9CHRO	GT-A|TMhelix|TMhelix	HpnI(16-364)|TMhelix(267-301)|TMhelix(321-343)
tr|A0A0G3EQ23|A0A0G3EQ23_9BURK	GT-A|TMhelix|TMhelix	HpnI(33-383)|TMhelix(285-307)|TMhelix(317-336)
tr|A0A0K1QAZ0|A0A0K1QAZ0_9DELT	GT-A|TMhelix|TMhelix	HpnI(43-377)|TMhelix(278-300)|TMhelix(304-321)
tr|A0A0Q5P8T2|A0A0Q5P8T2_9BURK	GT-A|TMhelix|TMhelix	HpnI(2-372)|TMhelix(294-316)|TMhelix(329-351)
tr|A0A0Q7A0W6|A0A0Q7A0W6_9RHIZ	GT-A|TMhelix|TMhelix	Glucosylceramide_synthase(40-269)|TMhelix(292-314)|TMhelix(336-358)
tr|A0A0U2WDK5|A0A0U2WDK5_9RHOB	GT-A|TMhelix|TMhelix	Glucosylceramide_synthase(41-270)|TMhelix(274-296)|TMhelix(306-328)
tr|A0A100IEZ5|A0A100IEZ5_ASPNG	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(46-361)|TMhelix(410-432)|TMhelix(469-491)
tr|A0A135LMA4|A0A135LMA4_PENPA	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(7-324)|TMhelix(373-390)|TMhelix(436-458)
tr|A0A139X9R3|A0A139X9R3_9CYAN	GT-A|TMhelix|TMhelix	HpnI(8-378)|TMhelix(278-300)|TMhelix(304-326)
tr|A0A158BLP5|A0A158BLP5_9BURK	GT-A|TMhelix|TMhelix	HpnI(11-387)|TMhelix(285-307)|TMhelix(362-381)
tr|A0A160FRT3|A0A160FRT3_9BURK	GT-A|TMhelix|TMhelix	HpnI(6-388)|TMhelix(285-307)|TMhelix(317-339)
tr|A0A162PSN3|A0A162PSN3_9PEZI	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(122-424)|TMhelix(438-460)|TMhelix(475-497)
tr|A0A166Y8P4|A0A166Y8P4_9PEZI	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(75-377)|TMhelix(392-414)|TMhelix(429-451)
tr|A0A167L139|A0A167L139_9BASI	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(3-224)|TMhelix(237-259)|TMhelix(264-283)
tr|A0A182GNX7|A0A182GNX7_AEDAL	GT-A|TMhelix|TMhelix	Glucosylceramide_synthase(26-255)|TMhelix(256-278)|TMhelix(290-312)
tr|A0A1A5XFQ9|A0A1A5XFQ9_9BURK	GT-A|TMhelix|TMhelix	HpnI(1-364)|TMhelix(283-305)|TMhelix(325-347)
tr|A0A1C2HSX5|A0A1C2HSX5_9RHOB	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(38-267)|TMhelix(284-306)|TMhelix(319-341)
tr|A0A1C3FFR3|A0A1C3FFR3_9BACT	GT-A|TMhelix|TMhelix	Glucosylceramide_synthase(39-267)|TMhelix(284-306)|TMhelix(327-349)
tr|A0A1F7ZLI6|A0A1F7ZLI6_9EURO	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(33-349)|TMhelix(392-414)|TMhelix(458-480)
tr|A0A1F8U8B4|A0A1F8U8B4_9CHLR	GT-A|TMhelix|TMhelix	BcsA(45-391)|TMhelix(282-304)|TMhelix(313-335)
tr|A0A1G0M7L0|A0A1G0M7L0_9DELT	GT-A|TMhelix|TMhelix	HpnI(1-379)|TMhelix(279-301)|TMhelix(311-330)
tr|A0A1H4VH89|A0A1H4VH89_9RHIZ	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(44-271)|TMhelix(296-318)|TMhelix(333-355)
tr|A0A1I1USB1|A0A1I1USB1_9DELT	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(70-299)|TMhelix(304-326)|TMhelix(368-390)
tr|A0A1I3HWA9|A0A1I3HWA9_9PLAN	GT-A|TMhelix|TMhelix	BcsA(2-278)|TMhelix(281-303)|TMhelix(308-330)
tr|A0A1J8Q5C0|A0A1J8Q5C0_9HOMO	GT-A|TMhelix|TMhelix	Glucosylceramide_synthase(25-274)|TMhelix(312-334)|TMhelix(354-376)
tr|A0A1L6I150|A0A1L6I150_9BURK	GT-A|TMhelix|TMhelix	HpnI(30-399)|TMhelix(315-337)|TMhelix(357-379)
tr|A0A1L6LA72|A0A1L6LA72_9DELT	GT-A|TMhelix|TMhelix	HpnI(1-320)|TMhelix(225-247)|TMhelix(252-271)
tr|A0A1P8WEX2|A0A1P8WEX2_9PLAN	GT-A|TMhelix|TMhelix	BcsA(1-383)|TMhelix(281-303)|TMhelix(308-330)
tr|A0A1Q7FYD6|A0A1Q7FYD6_9BACT	GT-A|TMhelix|TMhelix	HpnI(23-383)|TMhelix(282-304)|TMhelix(314-336)
tr|A0A1Q7GEZ4|A0A1Q7GEZ4_9BACT	GT-A|TMhelix|TMhelix	HpnI(1-363)|TMhelix(271-293)|TMhelix(325-347)
tr|A0A1Q8IVU2|A0A1Q8IVU2_9BURK	GT-A|TMhelix|TMhelix	HpnI(22-383)|TMhelix(299-321)|TMhelix(342-360)
tr|A0A1R1Y614|A0A1R1Y614_9FUNG	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(26-257)|TMhelix(259-281)|TMhelix(291-313)
tr|A0A1R3RJZ3|A0A1R3RJZ3_ASPC5	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(27-342)|TMhelix(384-406)|TMhelix(447-469)
tr|A0A1S9DH48|A0A1S9DH48_ASPOZ	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(33-350)|TMhelix(393-415)|TMhelix(459-481)
tr|A0A1U9RKC5|A0A1U9RKC5_9PROT	GT-A|TMhelix|TMhelix	HpnI(21-383)|TMhelix(285-307)|TMhelix(312-331)
tr|A0A1U9V302|A0A1U9V302_9BURK	GT-A|TMhelix|TMhelix	HpnI(6-360)|TMhelix(278-300)|TMhelix(305-327)
tr|A0A1V6R853|A0A1V6R853_9EURO	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(40-358)|TMhelix(400-422)|TMhelix(470-492)
tr|A0A1V9X9S6|A0A1V9X9S6_9ACAR	GT-A|TMhelix|TMhelix	Glyco_transf_21(11-176)|TMhelix(182-204)|TMhelix(214-236)
tr|A0A1W6ZZV9|A0A1W6ZZV9_9RHIZ	GT-A|TMhelix|TMhelix	HpnI(10-379)|TMhelix(294-316)|TMhelix(337-359)
tr|A0A221A0J5|A0A221A0J5_9BURK	GT-A|TMhelix|TMhelix	HpnI(22-379)|TMhelix(296-318)|TMhelix(339-358)
tr|A0A2A2RG45|A0A2A2RG45_9BACT	GT-A|TMhelix|TMhelix	HpnI(23-429)|TMhelix(281-303)|TMhelix(345-364)
tr|A0A2C9JPI6|A0A2C9JPI6_BIOGL	GT-A|TMhelix|TMhelix	Glyco_transf_21(30-187)|TMhelix(194-216)|TMhelix(226-248)
tr|A0A2E5FIL1|A0A2E5FIL1_9BACT	GT-A|TMhelix|TMhelix	HpnI(23-363)|TMhelix(270-292)|TMhelix(324-346)
tr|A0A2G7G372|A0A2G7G372_9EURO	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(33-349)|TMhelix(392-414)|TMhelix(458-480)
tr|A0A2J5HW58|A0A2J5HW58_9EURO	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(32-347)|TMhelix(389-411)|TMhelix(453-475)
tr|A0A2K3NQZ9|A0A2K3NQZ9_TRIPR	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(57-267)|TMhelix(294-316)|TMhelix(331-353)
tr|A0A2N1JBU3|A0A2N1JBU3_9BASI	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(57-260)|TMhelix(376-395)|TMhelix(402-424)
tr|A0A2N1URQ3|A0A2N1URQ3_9BACT	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(51-263)|TMhelix(286-308)|TMhelix(318-340)
tr|A0A2N8MEV9|A0A2N8MEV9_9RHIZ	GT-A|TMhelix|TMhelix	BcsA(4-389)|TMhelix(268-290)|TMhelix(294-316)
tr|A0A2R6WK31|A0A2R6WK31_MARPO	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(83-315)|TMhelix(342-364)|TMhelix(425-444)
tr|A0A2T1DN25|A0A2T1DN25_9CYAN	GT-A|TMhelix|TMhelix	HpnI(8-378)|TMhelix(278-300)|TMhelix(336-358)
tr|A0A2U3LWN7|A0A2U3LWN7_9BACT	GT-A|TMhelix|TMhelix	HpnI(20-379)|TMhelix(285-307)|TMhelix(345-367)
tr|A0A2U3LXN7|A0A2U3LXN7_9BACT	GT-A|TMhelix|TMhelix	BcsA(1-273)|TMhelix(270-292)|TMhelix(341-363)
tr|A1DEM9|A1DEM9_NEOFI	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(39-357)|TMhelix(399-421)|TMhelix(465-487)
tr|A4JN34|A4JN34_BURVG	GT-A|TMhelix|TMhelix	HpnI(23-390)|TMhelix(309-331)|TMhelix(352-374)
tr|A4YEW3|A4YEW3_METS5	GT-A|TMhelix|TMhelix	BcsA(2-340)|TMhelix(263-285)|TMhelix(305-322)
tr|B2IE76|B2IE76_BEII9	GT-A|TMhelix|TMhelix	BcsA(1-357)|TMhelix(241-263)|TMhelix(268-287)
tr|B5WPS4|B5WPS4_9BURK	GT-A|TMhelix|TMhelix	HpnI(11-413)|TMhelix(307-329)|TMhelix(339-361)
tr|B7J4X9|B7J4X9_ACIF2	GT-A|TMhelix|TMhelix	HpnI(2-381)|TMhelix(303-325)|TMhelix(338-360)
tr|B7JYG0|B7JYG0_CYAP8	GT-A|TMhelix|TMhelix	HpnI(2-377)|TMhelix(282-301)|TMhelix(305-327)
tr|B8NTK4|B8NTK4_ASPFN	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(45-362)|TMhelix(405-427)|TMhelix(471-493)
tr|D5QJ22|D5QJ22_KOMHA	GT-A|TMhelix|TMhelix	HpnI(12-384)|TMhelix(286-308)|TMhelix(312-331)
tr|D7EIL2|D7EIL2_TRICA	GT-A|TMhelix|TMhelix	Glucosylceramide_synthase(30-259)|TMhelix(265-287)|TMhelix(294-316)
tr|D8JS45|D8JS45_HYPDA	GT-A|TMhelix|TMhelix	HpnI(3-376)|TMhelix(291-313)|TMhelix(344-361)
tr|E2LLG4|E2LLG4_MONPE	GT-A|TMhelix|TMhelix	Glucosylceramide_synthase(21-267)|TMhelix(305-327)|TMhelix(347-369)
tr|F3S6P2|F3S6P2_9PROT	GT-A|TMhelix|TMhelix	HpnI(21-377)|TMhelix(295-317)|TMhelix(351-368)
tr|F4PCQ4|F4PCQ4_BATDJ	GT-A|TMhelix|TMhelix	Glucosylceramide_synthase(1-230)|TMhelix(265-287)|TMhelix(300-322)
tr|G0JPV3|G0JPV3_9PROT	GT-A|TMhelix|TMhelix	HpnI(41-374)|TMhelix(296-318)|TMhelix(331-353)
tr|G2I6Q8|G2I6Q8_KOMMN	GT-A|TMhelix|TMhelix	HpnI(21-377)|TMhelix(285-307)|TMhelix(312-331)
tr|G2LHV2|G2LHV2_CHLTF	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(50-281)|TMhelix(283-305)|TMhelix(312-331)
tr|G6XF39|G6XF39_9PROT	GT-A|TMhelix|TMhelix	HpnI(5-387)|TMhelix(287-309)|TMhelix(313-330)
tr|G7XGX0|G7XGX0_ASPKW	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(61-376)|TMhelix(425-447)|TMhelix(484-506)
tr|K9FX09|K9FX09_PEND2	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(45-363)|TMhelix(407-429)|TMhelix(475-497)
tr|K9SSX9|K9SSX9_9SYNE	GT-A|TMhelix|TMhelix	HpnI(7-383)|TMhelix(284-306)|TMhelix(311-333)
tr|L8LQ34|L8LQ34_9CHRO	GT-A|TMhelix|TMhelix	HpnI(15-375)|TMhelix(277-299)|TMhelix(303-325)
tr|M2RBX3|M2RBX3_CERS8	GT-A|TMhelix|TMhelix	Glucosylceramide_synthase(69-327)|TMhelix(342-364)|TMhelix(374-396)
tr|M4SG41|M4SG41_9SPHN	GT-A|TMhelix|TMhelix	HpnI(21-370)|TMhelix(293-315)|TMhelix(328-350)
tr|Q01SJ6|Q01SJ6_SOLUE	GT-A|TMhelix|TMhelix	HpnI(3-348)|TMhelix(257-276)|TMhelix(280-302)
tr|Q0CII8|Q0CII8_ASPTN	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(1-228)|TMhelix(230-252)|TMhelix(272-294)
tr|Q13YD4|Q13YD4_PARXL	GT-A|TMhelix|TMhelix	HpnI(15-383)|TMhelix(292-314)|TMhelix(344-366)
tr|Q1LHU7|Q1LHU7_CUPMC	GT-A|TMhelix|TMhelix	HpnI(17-345)|TMhelix(266-288)|TMhelix(293-315)
tr|Q2U3X1|Q2U3X1_ASPOR	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(33-350)|TMhelix(393-415)|TMhelix(459-481)
tr|Q39RU1|Q39RU1_GEOMG	GT-A|TMhelix|TMhelix	HpnI(16-377)|TMhelix(294-316)|TMhelix(336-358)
tr|Q4WUT0|Q4WUT0_ASPFU	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(58-376)|TMhelix(425-447)|TMhelix(481-503)
tr|Q96Y76|Q96Y76_SULTO	GT-A|TMhelix|TMhelix	BcsA(1-331)|TMhelix(260-282)|TMhelix(302-324)
tr|A0A2S9Q9J8|A0A2S9Q9J8_9RHIZ	GT-A|TMhelix|GT-A	Glyco_transf_21(105-270)|TMhelix(186-208)|HpnI(28-374)
tr|A0A1V6YK20|A0A1V6YK20_PENNA	GT-A|TMhelix|Glt_symporter|TMhelix	Glyco_tranf_GTA_type(47-365)|TMhelix(407-429)|Glt_symporter(385-498)|TMhelix(477-499)
tr|A0A067QL28|A0A067QL28_ZOONE	GT-A|TMhelix	Glucosylceramide_synthase(20-249)|TMhelix(284-306)
tr|A0A069PM37|A0A069PM37_9BURK	GT-A|TMhelix	HpnI(21-381)|TMhelix(342-361)
tr|A0A074JJM5|A0A074JJM5_9RHOB	GT-A|TMhelix	Glucosylceramide_synthase(42-271)|TMhelix(294-316)
tr|A0A086Y5W4|A0A086Y5W4_9RHOB	GT-A|TMhelix	Glucosylceramide_synthase(44-271)|TMhelix(290-312)
tr|A0A0B5BF11|A0A0B5BF11_9DELT	GT-A|TMhelix	HpnI(16-377)|TMhelix(301-323)
tr|A0A0C2Q9B1|A0A0C2Q9B1_9CYAN	GT-A|TMhelix	HpnI(2-372)|TMhelix(330-352)
tr|A0A0D6PEQ8|A0A0D6PEQ8_9PROT	GT-A|TMhelix	HpnI(2-374)|TMhelix(333-355)
tr|A0A0J6RK96|A0A0J6RK96_9RHIZ	GT-A|TMhelix	Glyco_tranf_GTA_type(35-263)|TMhelix(291-310)
tr|A0A0Q4X809|A0A0Q4X809_9RHIZ	GT-A|TMhelix	HpnI(17-379)|TMhelix(302-324)
tr|A0A0Q6SKL4|A0A0Q6SKL4_9RHIZ	GT-A|TMhelix	Glucosylceramide_synthase(41-270)|TMhelix(295-317)
tr|A0A0Q7M507|A0A0Q7M507_9RHIZ	GT-A|TMhelix	Glyco_tranf_GTA_type(41-270)|TMhelix(338-360)
tr|A0A0S3PUP9|A0A0S3PUP9_9BRAD	GT-A|TMhelix	Glucosylceramide_synthase(43-272)|TMhelix(302-324)
tr|A0A0V0TP69|A0A0V0TP69_9BILA	GT-A|TMhelix	Glucosylceramide_synthase(83-312)|TMhelix(339-361)
tr|A0A0V0VS64|A0A0V0VS64_9BILA	GT-A|TMhelix	Glucosylceramide_synthase(83-312)|TMhelix(339-361)
tr|A0A0V7Z5H9|A0A0V7Z5H9_9RHIZ	GT-A|TMhelix	HpnI(31-389)|TMhelix(308-330)
tr|A0A142YI27|A0A142YI27_9PLAN	GT-A|TMhelix	HpnI(5-378)|TMhelix(277-299)
tr|A0A1B1PQ48|A0A1B1PQ48_9RHOB	GT-A|TMhelix	Glucosylceramide_synthase(40-269)|TMhelix(292-314)
tr|A0A1C1CAS0|A0A1C1CAS0_9EURO	GT-A|TMhelix	Glyco_tranf_GTA_type(36-365)|TMhelix(409-431)
tr|A0A1E4TIT9|A0A1E4TIT9_9ASCO	GT-A|TMhelix	Glucosylceramide_synthase(7-246)|TMhelix(333-355)
tr|A0A1G0MR55|A0A1G0MR55_9DELT	GT-A|TMhelix	HpnI(4-390)|TMhelix(349-371)
tr|A0A1G8IXJ1|A0A1G8IXJ1_9RHOB	GT-A|TMhelix	Glucosylceramide_synthase(39-268)|TMhelix(336-358)
tr|A0A1H1HUK9|A0A1H1HUK9_9RHIZ	GT-A|TMhelix	HpnI(3-376)|TMhelix(295-317)
tr|A0A1I6SCR2|A0A1I6SCR2_9RHOB	GT-A|TMhelix	Glucosylceramide_synthase(40-269)|TMhelix(292-314)
tr|A0A1M3PD15|A0A1M3PD15_9PROT	GT-A|TMhelix	HpnI(2-289)|TMhelix(290-312)
tr|A0A1N6K6G0|A0A1N6K6G0_9BURK	GT-A|TMhelix	HpnI(15-383)|TMhelix(342-361)
tr|A0A1N7AMB5|A0A1N7AMB5_ACIRU	GT-A|TMhelix	HpnI(8-379)|TMhelix(289-311)
tr|A0A1N7JZ80|A0A1N7JZ80_9RHOB	GT-A|TMhelix	Glyco_tranf_GTA_type(65-300)|TMhelix(325-347)
tr|A0A1N7PIT1|A0A1N7PIT1_9RHOB	GT-A|TMhelix	Glucosylceramide_synthase(37-266)|TMhelix(283-305)
tr|A0A1Q4CVR9|A0A1Q4CVR9_9RHOB	GT-A|TMhelix	Glucosylceramide_synthase(42-271)|TMhelix(295-317)
tr|A0A1Q7JMI4|A0A1Q7JMI4_9BACT	GT-A|TMhelix	HpnI(4-378)|TMhelix(295-317)
tr|A0A1W6N1I1|A0A1W6N1I1_9RHIZ	GT-A|TMhelix	HpnI(23-374)|TMhelix(276-298)
tr|A0A1W9JR51|A0A1W9JR51_9PROT	GT-A|TMhelix	HpnI(3-373)|TMhelix(293-315)
tr|A0A1X4IUQ9|A0A1X4IUQ9_9RHOB	GT-A|TMhelix	Glucosylceramide_synthase(38-267)|TMhelix(286-308)
tr|A0A257B5G2|A0A257B5G2_9BACT	GT-A|TMhelix	Glyco_tranf_GTA_type(47-278)|TMhelix(280-302)
tr|A0A261AAB4|A0A261AAB4_9PELO	GT-A|TMhelix	Glucosylceramide_synthase(44-275)|TMhelix(302-324)
tr|A0A2E9S6Y8|A0A2E9S6Y8_9BURK	GT-A|TMhelix	HpnI(3-357)|TMhelix(292-314)
tr|A0A2J2HBW0|A0A2J2HBW0_9CREN	GT-A|TMhelix	BcsA(37-351)|TMhelix(323-345)
tr|A0A2N3PX76|A0A2N3PX76_9PROT	GT-A|TMhelix	HpnI(5-376)|TMhelix(341-363)
tr|A0A2N9MUK1|A0A2N9MUK1_9BACT	GT-A|TMhelix	BcsA(40-307)|TMhelix(270-292)
tr|A0A2S6NN40|A0A2S6NN40_RHOGL	GT-A|TMhelix	HpnI(4-374)|TMhelix(295-317)
tr|A0A2T7UU10|A0A2T7UU10_9RHOB	GT-A|TMhelix	Glucosylceramide_synthase(38-267)|TMhelix(284-306)
tr|A0A2U2CJD2|A0A2U2CJD2_9RHOB	GT-A|TMhelix	Glucosylceramide_synthase(36-265)|TMhelix(282-304)
tr|A2QMU8|A2QMU8_ASPNC	GT-A|TMhelix	Glyco_tranf_GTA_type(32-347)|TMhelix(396-418)
tr|A4WQR2|A4WQR2_RHOS5	GT-A|TMhelix	Glyco_tranf_GTA_type(36-265)|TMhelix(282-304)
tr|A9AUD2|A9AUD2_HERA2	GT-A|TMhelix	HpnI(18-373)|TMhelix(336-358)
tr|B1LY68|B1LY68_METRJ	GT-A|TMhelix	Glucosylceramide_synthase(44-272)|TMhelix(337-359)
tr|B1Z7J9|B1Z7J9_METPB	GT-A|TMhelix	HpnI(9-385)|TMhelix(302-324)
tr|B5EAL3|B5EAL3_GEOBB	GT-A|TMhelix	HpnI(9-377)|TMhelix(293-315)
tr|B8HPA5|B8HPA5_CYAP4	GT-A|TMhelix	HpnI(20-381)|TMhelix(284-306)
tr|D0D333|D0D333_9RHOB	GT-A|TMhelix	Glucosylceramide_synthase(41-270)|TMhelix(293-315)
tr|D5ARG6|D5ARG6_RHOCB	GT-A|TMhelix	Glucosylceramide_synthase(41-270)|TMhelix(293-315)
tr|E3F3N1|E3F3N1_KETVY	GT-A|TMhelix	Glyco_tranf_GTA_type(39-267)|TMhelix(286-308)
tr|E8WLT4|E8WLT4_GEOS8	GT-A|TMhelix	HpnI(9-378)|TMhelix(293-315)
tr|F2NC82|F2NC82_DESAR	GT-A|TMhelix	HpnI(4-377)|TMhelix(282-304)
tr|H5V522|H5V522_ATLHE	GT-A|TMhelix	Glyco_transf_21(99-264)|TMhelix(292-314)
tr|H8FNB3|H8FNB3_PHAMO	GT-A|TMhelix	HpnI(18-374)|TMhelix(292-314)
tr|H8FNC1|H8FNC1_PHAMO	GT-A|TMhelix	HpnI(7-379)|TMhelix(290-312)
tr|K5Z088|K5Z088_9PROT	GT-A|TMhelix	HpnI(14-371)|TMhelix(338-360)
tr|K9WMF5|K9WMF5_9CYAN	GT-A|TMhelix	HpnI(16-376)|TMhelix(277-299)
tr|Q08WL9|Q08WL9_STIAD	GT-A|TMhelix	Glucosylceramide_synthase(44-275)|TMhelix(337-359)
tr|Q0BPF2|Q0BPF2_GRABC	GT-A|TMhelix	HpnI(10-373)|TMhelix(294-316)
tr|Q0JZ71|Q0JZ71_CUPNH	GT-A|TMhelix	HpnI(15-345)|TMhelix(262-284)
tr|Q4C9I2|Q4C9I2_CROWT	GT-A|TMhelix	HpnI(7-356)|TMhelix(278-300)
tr|Q9HKN2|Q9HKN2_THEAC	GT-A|TMhelix	BcsA(1-332)|TMhelix(300-322)
tr|T0M8F5|T0M8F5_9EURY	GT-A|TMhelix	BcsA(1-321)|TMhelix(302-321)
tr|T1JHN0|T1JHN0_STRMM	GT-A|TMhelix	Glucosylceramide_synthase(37-266)|TMhelix(301-323)
tr|M5BIC3|M5BIC3_THACB	GT-A|Peptidase_C12_UCH_L1_L3	Glucosylceramide_synthase(45-309)|Peptidase_C12_UCH_L1_L3(476-704)
tr|A0A1Q8QEV5|A0A1Q8QEV5_9DELT	GT-A|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	HpnB(83-134)|Glyco_tranf_GTA_type(153-318)|TMhelix(328-350)|TMhelix(357-379)|TMhelix(475-497)|TMhelix(504-526)|TMhelix(541-563)
tr|K9U8I4|K9U8I4_CHAP6	GT-A|GT-A|TMhelix|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(45-162)|Glyco_transf_21(108-273)|TMhelix(189-211)|TMhelix(289-311)|TMhelix(313-335)|TMhelix(350-369)
