tr|B9S7N5|B9S7N5_RICCO	WRN_exo|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	WRN_exo(39-220)|GT8_Glycogenin(271-517)|TMhelix(534-556)|TMhelix(605-627)|TMhelix(642-664)|TMhelix(702-724)|TMhelix(728-750)
tr|B2B7Z6|B2B7Z6_PODAN	GT-A	Glyco_tranf_GTA_type(4-282)
tr|B2VFJ4|B2VFJ4_ERWT9	GT-A	GT8_Glycogenin(3-274)
tr|B2VRB5|B2VRB5_PYRTR	GT-A	Glyco_tranf_GTA_type(155-412)
tr|B2VRF2|B2VRF2_PYRTR	GT-A	GT8_Glycogenin(8-246)
tr|B2VVU1|B2VVU1_PYRTR	GT-A	Glyco_tranf_GTA_type(11-315)
tr|B2WJ38|B2WJ38_PYRTR	GT-A	GT8_Glycogenin(18-298)
tr|B3S7L1|B3S7L1_TRIAD	GT-A	GT8_Glycogenin(6-261)
tr|B4G0Z8|B4G0Z8_MAIZE	GT-A	PLN00176(1-342)
tr|B4GA67|B4GA67_DROPE	GT-A	GT8_Glycogenin(4-253)
tr|B4I7L8|B4I7L8_DROSE	GT-A	GT8_Glycogenin(4-253)
tr|B4LJ62|B4LJ62_DROVI	GT-A	GT8_Glycogenin(7-256)
tr|B4MRB5|B4MRB5_DROWI	GT-A	GT8_Glycogenin(4-253)
tr|B5IM13|B5IM13_9CYAN	GT-A	Glyco_tranf_GTA_type(40-298)
tr|B5JJ93|B5JJ93_9BACT	GT-A	Glyco_tranf_GTA_type(8-227)
tr|B5RUI6|B5RUI6_DEBHA	GT-A	GT8_Glycogenin(3-247)
tr|B5X115|B5X115_SALSA	GT-A	GT8_Glycogenin(5-253)
tr|B6HDS1|B6HDS1_PENRW	GT-A	Glyco_tranf_GTA_type(47-254)
tr|B6HSX0|B6HSX0_PENRW	GT-A	GT8_Glycogenin(13-287)
tr|B6KAA8|B6KAA8_TOXGV	GT-A	Glyco_tranf_GTA_type(5-333)
tr|B6Q6I5|B6Q6I5_TALMQ	GT-A	GT8_Glycogenin(8-246)
tr|B6QMX4|B6QMX4_TALMQ	GT-A	GT8_Glycogenin(12-300)
tr|B7FY60|B7FY60_PHATC	GT-A	Glyco_tranf_GTA_type(26-312)
tr|B7PDN1|B7PDN1_IXOSC	GT-A	GT8_Glycogenin(20-216)
tr|B7PN36|B7PN36_IXOSC	GT-A	GT8_Glycogenin(8-257)
tr|B7PQ52|B7PQ52_IXOSC	GT-A	GT8_Glycogenin(6-259)
tr|B8C0X1|B8C0X1_THAPS	GT-A	Glyco_tranf_GTA_type(117-436)
tr|B8C6I2|B8C6I2_THAPS	GT-A	Glyco_tranf_GTA_type(44-313)
tr|B8MG31|B8MG31_TALSN	GT-A	GT8_Glycogenin(13-301)
tr|B8NED3|B8NED3_ASPFN	GT-A	Glyco_tranf_GTA_type(77-345)
tr|B8NS65|B8NS65_ASPFN	GT-A	Glyco_tranf_GTA_type(16-292)
tr|B8NV48|B8NV48_ASPFN	GT-A	Glyco_tranf_GTA_type(10-299)
tr|B8P1M4|B8P1M4_POSPM	GT-A	GT8_Glycogenin(5-276)
tr|B8PCY0|B8PCY0_POSPM	GT-A	GT8_Glycogenin(15-295)
tr|B8PJ08|B8PJ08_POSPM	GT-A	GT8_Glycogenin(6-286)
tr|B9GSX0|B9GSX0_POPTR	GT-A	PLN00176(1-337)
tr|B9HIJ6|B9HIJ6_POPTR	GT-A	PLN00176(1-325)
tr|B9HX67|B9HX67_POPTR	GT-A	PLN00176(1-325)
tr|B9I6P0|B9I6P0_POPTR	GT-A	PLN00176(1-334)
tr|B9I6P1|B9I6P1_POPTR	GT-A	PLN00176(1-337)
tr|B9J9I2|B9J9I2_AGRRK	GT-A	Glyco_tranf_GTA_type(8-287)
tr|B9QXT4|B9QXT4_LABAD	GT-A	Glyco_tranf_GTA_type(13-284)
tr|B9RFM7|B9RFM7_RICCO	GT-A	PLN00176(1-338)
tr|B9RFM8|B9RFM8_RICCO	GT-A	PLN00176(1-339)
tr|B9RN94|B9RN94_RICCO	GT-A	PLN00176(1-336)
tr|B9RU18|B9RU18_RICCO	GT-A	GT8_Glycogenin(297-542)
tr|B9RZW4|B9RZW4_RICCO	GT-A	PLN00176(9-318)
tr|B9SH95|B9SH95_RICCO	GT-A	PLN00176(1-335)
tr|C0ND42|C0ND42_AJECG	GT-A	GT8_Glycogenin(19-305)
tr|C0NUD4|C0NUD4_AJECG	GT-A	GT8_Glycogenin(8-246)
tr|C1GIJ2|C1GIJ2_PARBD	GT-A	GT8_Glycogenin(19-309)
tr|C1GNT1|C1GNT1_PARBA	GT-A	GT8_Glycogenin(184-478)
tr|C3MIH2|C3MIH2_SINFN	GT-A	Glyco_tranf_GTA_type(1-287)
tr|C4A0L1|C4A0L1_BRAFL	GT-A	GT8_Glycogenin(1-256)
tr|C4JXK0|C4JXK0_UNCRE	GT-A	GT8_Glycogenin(156-451)
tr|C4R3Y2|C4R3Y2_KOMPG	GT-A	GT8_Glycogenin(14-305)
tr|C4Y198|C4Y198_CLAL4	GT-A	Glyco_tranf_GTA_type(2-305)
tr|C4Y3Y6|C4Y3Y6_CLAL4	GT-A	GT8_Glycogenin(3-249)
tr|C5DKK2|C5DKK2_LACTC	GT-A	Glyco_tranf_GTA_type(138-368)
tr|C5DUX7|C5DUX7_ZYGRC	GT-A	Glyco_tranf_GTA_type(175-279)
tr|C5FDY7|C5FDY7_ARTOC	GT-A	GT8_Glycogenin(8-247)
tr|C5FPA1|C5FPA1_ARTOC	GT-A	GT8_Glycogenin(14-301)
tr|C5GEC6|C5GEC6_AJEDR	GT-A	GT8_Glycogenin(18-308)
tr|C5KXI0|C5KXI0_PERM5	GT-A	Glyco_tranf_GTA_type(13-117)
tr|C5L0V8|C5L0V8_PERM5	GT-A	Glyco_tranf_GTA_type(1-209)
tr|C5LD91|C5LD91_PERM5	GT-A	Glyco_tranf_GTA_type(13-117)
tr|C5M9Q7|C5M9Q7_CANTT	GT-A	GT8_Glycogenin(3-244)
tr|C5MEE4|C5MEE4_CANTT	GT-A	Glyco_tranf_GTA_type(7-344)
tr|C5X1V2|C5X1V2_SORBI	GT-A	PLN00176(1-349)
tr|C5X6A1|C5X6A1_SORBI	GT-A	PLN00176(1-338)
tr|C6H1T3|C6H1T3_AJECH	GT-A	GT8_Glycogenin(8-194)
tr|C6HJX9|C6HJX9_AJECH	GT-A	GT8_Glycogenin(48-334)
tr|C7YS34|C7YS34_NECH7	GT-A	GT8_Glycogenin(16-303)
tr|C7YSS7|C7YSS7_NECH7	GT-A	GT8_Glycogenin(9-298)
tr|C8VJM6|C8VJM6_EMENI	GT-A	Glyco_tranf_GTA_type(14-300)
tr|C9S6I6|C9S6I6_VERA1	GT-A	GT8_Glycogenin(13-305)
tr|D2V5E2|D2V5E2_NAEGR	GT-A	Glyco_tranf_GTA_type(51-212)
tr|D4GHT1|D4GHT1_PANAM	GT-A	GT8_Glycogenin(2-271)
tr|D5GBL9|D5GBL9_TUBMM	GT-A	GT8_Glycogenin(3-248)
tr|D5GN55|D5GN55_TUBMM	GT-A	GT8_Glycogenin(9-279)
tr|D5RKQ1|D5RKQ1_9PROT	GT-A	Glyco_tranf_GTA_type(13-296)
tr|D6RJT1|D6RJT1_COPC7	GT-A	GT8_Glycogenin(5-284)
tr|D7FV93|D7FV93_ECTSI	GT-A	GT8_Glycogenin(1-239)
tr|D7KB50|D7KB50_ARALL	GT-A	PLN00176(1-338)
tr|D7KIX1|D7KIX1_ARALL	GT-A	GT8_Glycogenin(239-477)
tr|D7KJP3|D7KJP3_ARALL	GT-A	PLN00176(1-334)
tr|D7KUG2|D7KUG2_ARALL	GT-A	GT8_Glycogenin(285-531)
tr|D7KWU2|D7KWU2_ARALL	GT-A	PLN00176(1-334)
tr|D7KWU5|D7KWU5_ARALL	GT-A	PLN00176(1-330)
tr|D7L934|D7L934_ARALL	GT-A	GT8_Glycogenin(322-567)
tr|D7LFZ8|D7LFZ8_ARALL	GT-A	PLN00176(1-344)
tr|D7M2D1|D7M2D1_ARALL	GT-A	PLN00176(2-335)
tr|D7M8S3|D7M8S3_ARALL	GT-A	GT8_Glycogenin(301-545)
tr|D7MFB4|D7MFB4_ARALL	GT-A	PLN00176(1-333)
tr|D7U201|D7U201_VITVI	GT-A	GT8_Glycogenin(262-496)
tr|D7UA62|D7UA62_VITVI	GT-A	PLN00176(1-324)
tr|D8LCJ8|D8LCJ8_ECTSI	GT-A	Glyco_tranf_GTA_type(63-329)
tr|D8LXJ8|D8LXJ8_BLAHO	GT-A	Glyco_tranf_GTA_type(42-203)
tr|D8MTV0|D8MTV0_ERWBE	GT-A	GT8_Glycogenin(3-273)
tr|D8PKQ2|D8PKQ2_SCHCM	GT-A	GT8_Glycogenin(3-279)
tr|D8QNP2|D8QNP2_SELML	GT-A	GT8_Glycogenin(181-424)
tr|D8QNP3|D8QNP3_SELML	GT-A	GT8_Glycogenin(197-440)
tr|D8R2K4|D8R2K4_SELML	GT-A	PLN00176(1-293)
tr|D8RDX6|D8RDX6_SELML	GT-A	GT8_Glycogenin(181-424)
tr|D8RDX7|D8RDX7_SELML	GT-A	GT8_Glycogenin(197-440)
tr|D8S993|D8S993_SELML	GT-A	PLN00176(1-291)
tr|D8ST53|D8ST53_SELML	GT-A	PLN00176(1-293)
tr|D8SVP0|D8SVP0_SELML	GT-A	PLN00176(1-290)
tr|D8T3N3|D8T3N3_SELML	GT-A	GT8_Glycogenin(197-441)
tr|D8TA84|D8TA84_SELML	GT-A	GT8_Glycogenin(185-429)
tr|E0VRY7|E0VRY7_PEDHC	GT-A	GT8_Glycogenin(9-258)
tr|E1SI19|E1SI19_PANVC	GT-A	GT8_Glycogenin(2-271)
tr|E1Z5Y5|E1Z5Y5_CHLVA	GT-A	Glyco_tranf_GTA_type(45-298)
tr|E1Z5Z5|E1Z5Z5_CHLVA	GT-A	Glyco_tranf_GTA_type(15-270)
tr|E1ZA83|E1ZA83_CHLVA	GT-A	Glyco_tranf_GTA_type(168-386)
tr|E1ZKL3|E1ZKL3_CHLVA	GT-A	Glyco_tranf_GTA_type(33-237)
tr|E2LL48|E2LL48_MONPE	GT-A	GT8_Glycogenin(5-304)
tr|E3KB68|E3KB68_PUCGT	GT-A	GT8_Glycogenin(5-275)
tr|E3LEX0|E3LEX0_CAERE	GT-A	GT8_Glycogenin(3-238)
tr|E3M7T6|E3M7T6_CAERE	GT-A	GT8_Glycogenin(3-243)
tr|E3M7T8|E3M7T8_CAERE	GT-A	GT8_Glycogenin(3-243)
tr|E3QAS4|E3QAS4_COLGM	GT-A	GT8_Glycogenin(11-290)
tr|E3QN73|E3QN73_COLGM	GT-A	GT8_Glycogenin(4-317)
tr|E3RTV4|E3RTV4_PYRTT	GT-A	Glyco_tranf_GTA_type(11-312)
tr|E3S4U9|E3S4U9_PYRTT	GT-A	GT8_Glycogenin(18-298)
tr|E3SAF7|E3SAF7_PYRTT	GT-A	Glyco_tranf_GTA_type(127-384)
tr|E3TDQ3|E3TDQ3_ICTPU	GT-A	GT8_Glycogenin(4-252)
tr|E4ZKA7|E4ZKA7_LEPMJ	GT-A	GT8_Glycogenin(8-246)
tr|E4ZW71|E4ZW71_LEPMJ	GT-A	Glyco_tranf_GTA_type(159-407)
tr|E5A4Y9|E5A4Y9_LEPMJ	GT-A	GT8_Glycogenin(17-300)
tr|E5AAZ6|E5AAZ6_LEPMJ	GT-A	Glyco_tranf_GTA_type(15-313)
tr|E5ABF9|E5ABF9_LEPMJ	GT-A	Glyco_tranf_GTA_type(127-395)
tr|E5S4J6|E5S4J6_TRISP	GT-A	GT8_Glycogenin(4-246)
tr|E6R1P7|E6R1P7_CRYGW	GT-A	Glyco_tranf_GTA_type(15-282)
tr|E6WEW8|E6WEW8_PANSA	GT-A	GT8_Glycogenin(2-271)
tr|E6ZMC9|E6ZMC9_SPORE	GT-A	GT8_Glycogenin(14-317)
tr|E6ZTF5|E6ZTF5_SPORE	GT-A	GT8_Glycogenin(13-332)
tr|E7KQ75|E7KQ75_YEASL	GT-A	GT8_Glycogenin(5-279)
tr|E7LW25|E7LW25_YEASV	GT-A	GT8_Glycogenin(5-279)
tr|E7Q5E9|E7Q5E9_YEASB	GT-A	GT8_Glycogenin(5-279)
tr|E7QGE5|E7QGE5_YEASZ	GT-A	GT8_Glycogenin(5-279)
tr|E9D8B5|E9D8B5_COCPS	GT-A	GT8_Glycogenin(14-312)
tr|E9DWU2|E9DWU2_METAQ	GT-A	Glyco_tranf_GTA_type(69-304)
tr|E9E269|E9E269_METAQ	GT-A	GT8_Glycogenin(52-335)
tr|E9E8T0|E9E8T0_METAQ	GT-A	Glyco_tranf_GTA_type(107-343)
tr|E9EHM1|E9EHM1_METAQ	GT-A	Glyco_tranf_GTA_type(15-225)
tr|E9ELM2|E9ELM2_METRA	GT-A	Glyco_tranf_GTA_type(111-346)
tr|E9F403|E9F403_METRA	GT-A	GT8_Glycogenin(12-295)
tr|E9FBA4|E9FBA4_METRA	GT-A	Glyco_tranf_GTA_type(110-346)
tr|E9GSF8|E9GSF8_DAPPU	GT-A	GT8_Glycogenin(4-244)
tr|F0UJH5|F0UJH5_AJEC8	GT-A	GT8_Glycogenin(48-334)
tr|F0VMS7|F0VMS7_NEOCL	GT-A	Glyco_tranf_GTA_type(5-329)
tr|F0XM79|F0XM79_GROCL	GT-A	GT8_Glycogenin(9-249)
tr|F0XWJ1|F0XWJ1_AURAN	GT-A	Glyco_tranf_GTA_type(449-620)
tr|F0XWJ2|F0XWJ2_AURAN	GT-A	Glyco_tranf_GTA_type(398-581)
tr|F0Y364|F0Y364_AURAN	GT-A	GT8_Glycogenin(1-217)
tr|F0Y8U1|F0Y8U1_AURAN	GT-A	Glyco_tranf_GTA_type(716-963)
tr|F0YGT9|F0YGT9_AURAN	GT-A	Glyco_tranf_GTA_type(3-173)
tr|F0YKL6|F0YKL6_AURAN	GT-A	Glyco_tranf_GTA_type(156-449)
tr|F0YMC2|F0YMC2_AURAN	GT-A	Glyco_tranf_GTA_type(1-170)
tr|F0ZDG2|F0ZDG2_DICPU	GT-A	Glyco_tranf_GTA_type(88-352)
tr|F1MSM4|F1MSM4_BOVIN	GT-A	GT8_Glycogenin(6-256)
tr|F1PVC0|F1PVC0_CANLF	GT-A	GT8_Glycogenin(4-254)
tr|F1SKC4|F1SKC4_PIG	GT-A	GT8_Glycogenin(4-254)
tr|F2IUZ0|F2IUZ0_POLGS	GT-A	Glyco_tranf_GTA_type(11-277)
tr|F2U7B4|F2U7B4_SALR5	GT-A	GT8_Glycogenin(6-250)
tr|F2UCF8|F2UCF8_SALR5	GT-A	Glyco_tranf_GTA_type(137-344)
tr|F2UFB3|F2UFB3_SALR5	GT-A	Glyco_tranf_GTA_type(122-351)
tr|F4NYH0|F4NYH0_BATDJ	GT-A	GT8_Glycogenin(6-266)
tr|F4PN86|F4PN86_CAVFA	GT-A	Glyco_tranf_GTA_type(125-317)
tr|F4RE30|F4RE30_MELLP	GT-A	GT8_Glycogenin(4-209)
tr|F4RW21|F4RW21_MELLP	GT-A	GT8_Glycogenin(4-271)
tr|F5XY28|F5XY28_RAMTT	GT-A	Glyco_tranf_GTA_type(3-236)
tr|F6H0A3|F6H0A3_VITVI	GT-A	GT8_Glycogenin(310-555)
tr|F6H6Z7|F6H6Z7_VITVI	GT-A	PLN00176(6-318)
tr|F6HE08|F6HE08_VITVI	GT-A	PLN00176(6-317)
tr|F6HHV4|F6HHV4_VITVI	GT-A	PLN00176(1-336)
tr|F6HZC7|F6HZC7_VITVI	GT-A	PLN00176(1-342)
tr|F6HZC8|F6HZC8_VITVI	GT-A	PLN00176(1-340)
tr|F6I4U8|F6I4U8_VITVI	GT-A	PLN00176(1-325)
tr|F6I4U9|F6I4U9_VITVI	GT-A	PLN00176(1-300)
tr|F6I4V0|F6I4V0_VITVI	GT-A	PLN00176(1-325)
tr|F6QLM5|F6QLM5_BOVIN	GT-A	GT8_Glycogenin(2-254)
tr|F6RDN7|F6RDN7_MONDO	GT-A	GT8_Glycogenin(7-259)
tr|F6TIR4|F6TIR4_MONDO	GT-A	GT8_Glycogenin(1-253)
tr|F6U6H7|F6U6H7_HORSE	GT-A	GT8_Glycogenin(2-252)
tr|F6ZHS4|F6ZHS4_ORNAN	GT-A	GT8_Glycogenin(4-254)
tr|F7A1B5|F7A1B5_HORSE	GT-A	GT8_Glycogenin(5-255)
tr|F7GFE5|F7GFE5_MACMU	GT-A	GT8_Glycogenin(4-254)
tr|F7I236|F7I236_CALJA	GT-A	GT8_Glycogenin(4-254)
tr|F7VY87|F7VY87_SORMK	GT-A	GT8_Glycogenin(11-282)
tr|F8QHI5|F8QHI5_SERL3	GT-A	GT8_Glycogenin(6-304)
tr|F9F929|F9F929_FUSOF	GT-A	GT8_Glycogenin(9-243)
tr|F9FJM5|F9FJM5_FUSOF	GT-A	GT8_Glycogenin(16-311)
tr|F9G2B0|F9G2B0_FUSOF	GT-A	Glyco_tranf_GTA_type(13-236)
tr|F9W8C5|F9W8C5_TRYCI	GT-A	Glyco_tranf_GTA_type(36-213)
tr|F9WYI4|F9WYI4_ZYMTI	GT-A	Glyco_tranf_GTA_type(16-320)
tr|F9X0L6|F9X0L6_ZYMTI	GT-A	GT8_Glycogenin(18-298)
tr|F9X7D1|F9X7D1_ZYMTI	GT-A	Glyco_tranf_GTA_type(69-288)
tr|F9XFA8|F9XFA8_ZYMTI	GT-A	Glyco_tranf_GTA_type(4-218)
tr|F9XG21|F9XG21_ZYMTI	GT-A	Glyco_tranf_GTA_type(39-297)
tr|G0P6R0|G0P6R0_CAEBE	GT-A	GT8_Glycogenin(3-246)
tr|G0RXN3|G0RXN3_HYPJQ	GT-A	Glyco_tranf_GTA_type(4-302)
tr|G0SEF7|G0SEF7_CHATD	GT-A	Glyco_tranf_GTA_type(24-317)
tr|G0W715|G0W715_NAUDC	GT-A	GT8_Glycogenin(7-277)
tr|G1KVJ3|G1KVJ3_ANOCA	GT-A	GT8_Glycogenin(6-256)
tr|G1KYD4|G1KYD4_ANOCA	GT-A	GT8_Glycogenin(4-253)
tr|G1LWJ7|G1LWJ7_AILME	GT-A	GT8_Glycogenin(2-253)
tr|G1NEZ0|G1NEZ0_MELGA	GT-A	GT8_Glycogenin(4-254)
tr|G1NPF8|G1NPF8_MELGA	GT-A	GT8_Glycogenin(6-259)
tr|G1PW74|G1PW74_MYOLU	GT-A	GT8_Glycogenin(5-255)
tr|G1Q3L0|G1Q3L0_MYOLU	GT-A	GT8_Glycogenin(2-254)
tr|G1TQZ7|G1TQZ7_RABIT	GT-A	GT8_Glycogenin(4-256)
tr|G1X0F3|G1X0F3_ARTOA	GT-A	GT8_Glycogenin(35-259)
tr|G1X629|G1X629_ARTOA	GT-A	GT8_Glycogenin(2-243)
tr|G2Q8F1|G2Q8F1_MYCTT	GT-A	Glyco_tranf_GTA_type(14-351)
tr|G2QTF8|G2QTF8_THITE	GT-A	Glyco_tranf_GTA_type(14-381)
tr|G2XRS3|G2XRS3_BOTF4	GT-A	Glyco_tranf_GTA_type(129-400)
tr|G2XV24|G2XV24_BOTF4	GT-A	GT8_Glycogenin(13-295)
tr|G2Y1M7|G2Y1M7_BOTF4	GT-A	Glyco_tranf_GTA_type(20-302)
tr|G2YI02|G2YI02_BOTF4	GT-A	Glyco_tranf_GTA_type(35-329)
tr|G3ADX4|G3ADX4_SPAPN	GT-A	Glyco_tranf_GTA_type(3-336)
tr|G3ARE7|G3ARE7_SPAPN	GT-A	GT8_Glycogenin(4-246)
tr|G3B3J3|G3B3J3_CANTC	GT-A	Glyco_tranf_GTA_type(4-311)
tr|G3I0U4|G3I0U4_CRIGR	GT-A	GT8_Glycogenin(48-300)
tr|G3NHD8|G3NHD8_GASAC	GT-A	GT8_Glycogenin(4-252)
tr|G3P9H4|G3P9H4_GASAC	GT-A	GT8_Glycogenin(45-299)
tr|G3PR35|G3PR35_GASAC	GT-A	GT8_Glycogenin(4-243)
tr|G3SYB6|G3SYB6_LOXAF	GT-A	GT8_Glycogenin(2-254)
tr|G3VIF0|G3VIF0_SARHA	GT-A	GT8_Glycogenin(4-254)
tr|G3YBZ3|G3YBZ3_ASPNA	GT-A	GT8_Glycogenin(4-295)
tr|G4NGL9|G4NGL9_MAGO7	GT-A	GT8_Glycogenin(12-305)
tr|G4T8T7|G4T8T7_SERID	GT-A	GT8_Glycogenin(5-262)
tr|G4TBS9|G4TBS9_SERID	GT-A	Glyco_tranf_GTA_type(56-299)
tr|G4TNY3|G4TNY3_SERID	GT-A	GT8_Glycogenin(34-334)
tr|G4UQ86|G4UQ86_NEUT9	GT-A	GT8_Glycogenin(9-282)
tr|G4V5G7|G4V5G7_SCHMA	GT-A	GT8_Glycogenin(3-253)
tr|G5BSK5|G5BSK5_HETGA	GT-A	GT8_Glycogenin(9-259)
tr|G7DSR7|G7DSR7_MIXOS	GT-A	Glyco_tranf_GTA_type(65-346)
tr|G7I3L3|G7I3L3_MEDTR	GT-A	GT8_Glycogenin(301-545)
tr|G7I9J0|G7I9J0_MEDTR	GT-A	PLN00176(1-312)
tr|G7I9J1|G7I9J1_MEDTR	GT-A	PLN00176(1-325)
tr|G7KTP3|G7KTP3_MEDTR	GT-A	PLN00176(1-339)
tr|G7NZN7|G7NZN7_MACFA	GT-A	GT8_Glycogenin(2-252)
tr|G7Q246|G7Q246_MACFA	GT-A	GT8_Glycogenin(37-288)
tr|G7XFG3|G7XFG3_ASPKW	GT-A	GT8_Glycogenin(16-307)
tr|G7YTP3|G7YTP3_CLOSI	GT-A	GT8_Glycogenin(25-272)
tr|G8BN96|G8BN96_TETPH	GT-A	Glyco_tranf_GTA_type(232-357)
tr|G8BN99|G8BN99_TETPH	GT-A	GT8_Glycogenin(6-278)
tr|G8MCQ9|G8MCQ9_9BURK	GT-A	Glyco_tranf_GTA_type(264-364)
tr|G8Y0E3|G8Y0E3_PICSO	GT-A	Glyco_tranf_GTA_type(4-322)
tr|G8Y3C9|G8Y3C9_PICSO	GT-A	Glyco_tranf_GTA_type(4-329)
tr|G8ZZA9|G8ZZA9_TORDC	GT-A	GT8_Glycogenin(6-271)
tr|G9MJF5|G9MJF5_HYPVG	GT-A	GT8_Glycogenin(23-310)
tr|G9NDS0|G9NDS0_HYPVG	GT-A	GT8_Glycogenin(9-249)
tr|G9NIV3|G9NIV3_HYPAI	GT-A	GT8_Glycogenin(9-249)
tr|G9PCM4|G9PCM4_HYPAI	GT-A	GT8_Glycogenin(12-305)
tr|H0UWB0|H0UWB0_CAVPO	GT-A	GT8_Glycogenin(13-265)
tr|H0WSM8|H0WSM8_OTOGA	GT-A	GT8_Glycogenin(6-259)
tr|H0WY79|H0WY79_OTOGA	GT-A	GT8_Glycogenin(2-252)
tr|H0ZKG5|H0ZKG5_TAEGU	GT-A	GT8_Glycogenin(6-259)
tr|H0ZMJ3|H0ZMJ3_TAEGU	GT-A	GT8_Glycogenin(4-253)
tr|H2M280|H2M280_ORYLA	GT-A	GT8_Glycogenin(4-252)
tr|H2MA47|H2MA47_ORYLA	GT-A	GT8_Glycogenin(49-300)
tr|H2N298|H2N298_ORYLA	GT-A	GT8_Glycogenin(13-250)
tr|H2PUT5|H2PUT5_PONAB	GT-A	GT8_Glycogenin(37-288)
tr|H2PXN3|H2PXN3_PONAB	GT-A	GT8_Glycogenin(1-208)
tr|H2SH95|H2SH95_TAKRU	GT-A	GT8_Glycogenin(37-280)
tr|H2UHB7|H2UHB7_TAKRU	GT-A	GT8_Glycogenin(4-255)
tr|H2V8C9|H2V8C9_TAKRU	GT-A	GT8_Glycogenin(4-252)
tr|H2XKC9|H2XKC9_CIOIN	GT-A	GT8_Glycogenin(4-254)
tr|H2ZQR1|H2ZQR1_CIOSA	GT-A	GT8_Glycogenin(4-251)
tr|H3AE92|H3AE92_LATCH	GT-A	GT8_Glycogenin(7-257)
tr|H3AEL2|H3AEL2_LATCH	GT-A	GT8_Glycogenin(4-254)
tr|H3DAH5|H3DAH5_TETNG	GT-A	GT8_Glycogenin(4-245)
tr|H3DQ39|H3DQ39_TETNG	GT-A	GT8_Glycogenin(4-255)
tr|H3FHD8|H3FHD8_PRIPA	GT-A	GT8_Glycogenin(3-239)
tr|H4FEG1|H4FEG1_9RHIZ	GT-A	Glyco_tranf_GTA_type(11-277)
tr|H6BPI0|H6BPI0_EXODN	GT-A	GT8_Glycogenin(40-325)
tr|H6C5Z1|H6C5Z1_EXODN	GT-A	GT8_Glycogenin(13-303)
tr|H8WGX1|H8WGX1_CAEBR	GT-A	GT8_Glycogenin(3-238)
tr|H9TUY7|H9TUY7_GOSHI	GT-A	PLN00176(1-343)
tr|I1BV80|I1BV80_RHIO9	GT-A	GT8_Glycogenin(8-283)
tr|I1C0T3|I1C0T3_RHIO9	GT-A	Glyco_tranf_GTA_type(1-252)
tr|I1GQZ2|I1GQZ2_BRADI	GT-A	PLN00176(1-344)
tr|I1H637|I1H637_BRADI	GT-A	PLN00176(1-337)
tr|I1IAI2|I1IAI2_BRADI	GT-A	GT8_Glycogenin(280-528)
tr|I1JTI9|I1JTI9_SOYBN	GT-A	GT8_Glycogenin(300-544)
tr|I1LB22|I1LB22_SOYBN	GT-A	PLN00176(1-328)
tr|I1LBC7|I1LBC7_SOYBN	GT-A	GT8_Glycogenin(270-518)
tr|I1NBF3|I1NBF3_SOYBN	GT-A	PLN00176(1-335)
tr|I1NBQ6|I1NBQ6_SOYBN	GT-A	PLN00176(1-330)
tr|I1NBZ7|I1NBZ7_SOYBN	GT-A	GT8_Glycogenin(265-503)
tr|I1P1A2|I1P1A2_ORYGL	GT-A	GT8_Glycogenin(225-478)
tr|I1PAQ8|I1PAQ8_ORYGL	GT-A	PLN00176(1-343)
tr|I1QDE2|I1QDE2_ORYGL	GT-A	PLN00176(2-328)
tr|I1RHJ8|I1RHJ8_GIBZE	GT-A	GT8_Glycogenin(12-303)
tr|I1S0P6|I1S0P6_GIBZE	GT-A	GT8_Glycogenin(16-304)
tr|I1S8J1|I1S8J1_GIBZE	GT-A	GT8_Glycogenin(13-304)
tr|I2FUE2|I2FUE2_USTH4	GT-A	GT8_Glycogenin(14-321)
tr|I2G689|I2G689_USTH4	GT-A	GT8_Glycogenin(12-339)
tr|I2H3W3|I2H3W3_TETBL	GT-A	GT8_Glycogenin(7-279)
tr|I2JST5|I2JST5_DEKBR	GT-A	GT8_Glycogenin(21-305)
tr|I2K0V2|I2K0V2_DEKBR	GT-A	GT8_Glycogenin(4-267)
tr|I3IWF4|I3IWF4_ORENI	GT-A	GT8_Glycogenin(4-257)
tr|I3JEU2|I3JEU2_ORENI	GT-A	GT8_Glycogenin(4-252)
tr|I3JK67|I3JK67_ORENI	GT-A	GT8_Glycogenin(6-245)
tr|I3LZ22|I3LZ22_ICTTR	GT-A	GT8_Glycogenin(1-251)
tr|I4YHX8|I4YHX8_WALMC	GT-A	Glyco_tranf_GTA_type(5-292)
tr|I5BRB0|I5BRB0_9RHIZ	GT-A	Glyco_tranf_GTA_type(4-230)
tr|I6ND18|I6ND18_ERECY	GT-A	Glyco_tranf_GTA_type(189-421)
tr|I6ND26|I6ND26_ERECY	GT-A	GT8_Glycogenin(5-266)
tr|J0WXW9|J0WXW9_AURST	GT-A	Glyco_tranf_GTA_type(31-216)
tr|J2AND7|J2AND7_9RHIZ	GT-A	Glyco_tranf_GTA_type(8-273)
tr|J3KF65|J3KF65_COCIM	GT-A	GT8_Glycogenin(14-312)
tr|J3LN80|J3LN80_ORYBR	GT-A	PLN00176(27-342)
tr|J3M7D2|J3M7D2_ORYBR	GT-A	GT8_Glycogenin(356-601)
tr|J3MPB4|J3MPB4_ORYBR	GT-A	PLN00176(1-329)
