tr|H5UNQ6|H5UNQ6_9MICO	YjiC|GT-A|GT-A	YjiC(1-119)|Glyco_tranf_GTA_type(347-478)|Glyco_tranf_GTA_type(509-553)
tr|A0A2T1K6Y1|A0A2T1K6Y1_9ALTE	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A2T1NQZ0|A0A2T1NQZ0_9FLAO	GT-A	GT2_Chondriotin_Pol_N(6-235)
tr|A0A2T1NRF9|A0A2T1NRF9_9FLAO	GT-A	GT2_Chondriotin_Pol_N(6-235)
tr|A0A2T2YAA1|A0A2T2YAA1_9BACT	GT-A	Glyco_tranf_GTA_type(7-191)
tr|A0A2T3HLT5|A0A2T3HLT5_9SPHI	GT-A	Glyco_tranf_GTA_type(12-173)
tr|A0A2T3HNG2|A0A2T3HNG2_9SPHI	GT-A	Glyco_tranf_GTA_type(11-206)
tr|A0A2T3VPN7|A0A2T3VPN7_9ACTN	GT-A	Glyco_tranf_GTA_type(13-230)
tr|A0A2T4D522|A0A2T4D522_9GAMM	GT-A	GT2_Chondriotin_Pol_N(4-233)
tr|A0A2T4DHE4|A0A2T4DHE4_9ALTE	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A2T4TNW0|A0A2T4TNW0_9BACT	GT-A	Glycos_transf_2(6-167)
tr|A0A2T5HM88|A0A2T5HM88_9RHOB	GT-A	Glyco_tranf_GTA_type(7-235)
tr|A0A2T5XH09|A0A2T5XH09_9CAUL	GT-A	Glycos_transf_2(25-186)
tr|A0A2T6AJS7|A0A2T6AJS7_9FLAO	GT-A	Glyco_tranf_GTA_type(244-429)
tr|A0A2T6B9F8|A0A2T6B9F8_9RHOB	GT-A	Glyco_tranf_GTA_type(20-215)
tr|A0A2T6BYL2|A0A2T6BYL2_9FLAO	GT-A	Glyco_tranf_GTA_type(3-169)
tr|A0A2T6C0U0|A0A2T6C0U0_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A2T6ECE9|A0A2T6ECE9_9GAMM	GT-A	GT2_Chondriotin_Pol_N(3-232)
tr|A0A2T6FN51|A0A2T6FN51_9GAMM	GT-A	Glyco_tranf_GTA_type(8-166)
tr|A0A2T7BPV5|A0A2T7BPV5_9BACT	GT-A	GT2_Chondriotin_Pol_N(10-230)
tr|A0A2T7FUN6|A0A2T7FUN6_9RHOB	GT-A	Glyco_tranf_GTA_type(28-224)
tr|A0A2T7TP16|A0A2T7TP16_9MICC	GT-A	GT2(5-268)
tr|A0A2U1ZZC9|A0A2U1ZZC9_9MICO	GT-A	Glyco_tranf_GTA_type(29-229)
tr|A0A2U2B8Q6|A0A2U2B8Q6_9BACT	GT-A	Glyco_tranf_GTA_type(6-236)
tr|A0A2U2HNC8|A0A2U2HNC8_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0LS42|A0LS42_ACIC1	GT-A	Glyco_tranf_GTA_type(33-199)
tr|A0LYW4|A0LYW4_GRAFK	GT-A	Glyco_tranf_GTA_type(240-425)
tr|A0M3P9|A0M3P9_GRAFK	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0YS83|A0YS83_LYNSP	GT-A	Glycos_transf_2(4-163)
tr|A0YT88|A0YT88_LYNSP	GT-A	Glyco_tranf_GTA_type(7-160)
tr|A0ZGG2|A0ZGG2_NODSP	GT-A	Glyco_tranf_GTA_type(14-215)
tr|A1AQU8|A1AQU8_PELPD	GT-A	Glycos_transf_2(33-185)
tr|A1SRT2|A1SRT2_PSYIN	GT-A	Glyco_tranf_GTA_type(13-244)
tr|A1VNY2|A1VNY2_POLNA	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A1ZJ38|A1ZJ38_9BACT	GT-A	Glyco_tranf_GTA_type(12-201)
tr|A3IVV9|A3IVV9_9CYAN	GT-A	Glyco_tranf_GTA_type(5-205)
tr|A3J0I6|A3J0I6_9FLAO	GT-A	Glyco_tranf_GTA_type(241-413)
tr|A3J1F9|A3J1F9_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A3J1G2|A3J1G2_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-230)
tr|A3J1T2|A3J1T2_9FLAO	GT-A	Glyco_tranf_GTA_type(2-199)
tr|A3PCG0|A3PCG0_PROM0	GT-A	Glyco_tranf_GTA_type(5-186)
tr|A3QJB7|A3QJB7_SHELP	GT-A	GT2_Chondriotin_Pol_N(5-227)
tr|A3U5Z5|A3U5Z5_CROAH	GT-A	GT2_Chondriotin_Pol_N(9-230)
tr|A3U7U9|A3U7U9_CROAH	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A3U7V0|A3U7V0_CROAH	GT-A	Glyco_tranf_GTA_type(20-238)
tr|A3U8I6|A3U8I6_CROAH	GT-A	Glyco_tranf_GTA_type(242-413)
tr|A3XGJ7|A3XGJ7_LEEBM	GT-A	Glyco_tranf_GTA_type(202-400)
tr|A3XLV6|A3XLV6_LEEBM	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A3YUY5|A3YUY5_9SYNE	GT-A	GT2(27-230)
tr|A3ZWW6|A3ZWW6_9PLAN	GT-A	Glyco_tranf_GTA_type(8-233)
tr|A4A263|A4A263_9PLAN	GT-A	Glyco_tranf_GTA_type(48-180)
tr|A4BC97|A4BC97_9GAMM	GT-A	GT2_Chondriotin_Pol_N(11-240)
tr|A4BIW9|A4BIW9_9GAMM	GT-A	Glyco_tranf_GTA_type(7-238)
tr|A4CMQ0|A4CMQ0_ROBBH	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A4SWG2|A4SWG2_POLAQ	GT-A	GT2_Chondriotin_Pol_N(4-234)
tr|A4WB37|A4WB37_ENT38	GT-A	GT2(16-194)
tr|A5G6G7|A5G6G7_GEOUR	GT-A	GT2_Chondriotin_Pol_N(5-238)
tr|A5P6M1|A5P6M1_9SPHN	GT-A	Glyco_tranf_GTA_type(76-211)
tr|A6C177|A6C177_9PLAN	GT-A	GT2_Chondriotin_Pol_N(6-236)
tr|A6D0H1|A6D0H1_9VIBR	GT-A	Glyco_tranf_GTA_type(7-237)
tr|A6EB14|A6EB14_9SPHI	GT-A	GT2_Chondriotin_Pol_N(9-234)
tr|A6EB15|A6EB15_9SPHI	GT-A	GT2_Chondriotin_Pol_N(8-229)
tr|A6EEL1|A6EEL1_9SPHI	GT-A	Glyco_tranf_GTA_type(14-203)
tr|A6F4P3|A6F4P3_9ALTE	GT-A	GT2_Chondriotin_Pol_N(19-248)
tr|A6GZ11|A6GZ11_FLAPJ	GT-A	Glyco_tranf_GTA_type(244-420)
tr|A6WGG7|A6WGG7_KINRD	GT-A	Glyco_tranf_GTA_type(7-221)
tr|A7C3B6|A7C3B6_9GAMM	GT-A	GT2_Chondriotin_Pol_N(6-264)
tr|A7MN17|A7MN17_CROS8	GT-A	GT2(20-194)
tr|A8TA57|A8TA57_9VIBR	GT-A	GT2_Chondriotin_Pol_N(5-225)
tr|A9DI95|A9DI95_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A9DYH1|A9DYH1_9FLAO	GT-A	Glyco_tranf_GTA_type(18-172)
tr|A9EAS0|A9EAS0_9RHOB	GT-A	Glyco_tranf_GTA_type(27-223)
tr|B0CCN9|B0CCN9_ACAM1	GT-A	Glyco_tranf_GTA_type(5-201)
tr|B0JVZ2|B0JVZ2_MICAN	GT-A	Glyco_tranf_GTA_type(5-194)
tr|B0T1B0|B0T1B0_CAUSK	GT-A	Glyco_tranf_GTA_type(27-220)
tr|B0VG94|B0VG94_CLOAI	GT-A	Glyco_tranf_GTA_type(5-233)
tr|B1KL32|B1KL32_SHEWM	GT-A	GT2_Chondriotin_Pol_N(5-227)
tr|B1LZG8|B1LZG8_METRJ	GT-A	Glyco_tranf_GTA_type(9-212)
tr|B1WUR9|B1WUR9_CYAA5	GT-A	Glyco_tranf_GTA_type(5-205)
tr|B1XVK4|B1XVK4_POLNS	GT-A	GT2_Chondriotin_Pol_N(4-234)
tr|B1ZH67|B1ZH67_METPB	GT-A	Glyco_tranf_GTA_type(13-212)
tr|B1ZLN4|B1ZLN4_METPB	GT-A	GT2(16-245)
tr|B2GJL3|B2GJL3_KOCRD	GT-A	GT2(9-237)
tr|B2JGR6|B2JGR6_PARP8	GT-A	Glyco_tranf_GTA_type(5-177)
tr|B2JKN3|B2JKN3_PARP8	GT-A	GT2(26-258)
tr|B2U903|B2U903_RALPJ	GT-A	GT2_Chondriotin_Pol_N(12-241)
tr|B3ELM5|B3ELM5_CHLPB	GT-A	GT2_Chondriotin_Pol_N(11-232)
tr|B3PD03|B3PD03_CELJU	GT-A	GT2_Chondriotin_Pol_N(28-257)
tr|B4CXS9|B4CXS9_9BACT	GT-A	Glyco_tranf_GTA_type(233-397)
tr|B4W2L1|B4W2L1_9CYAN	GT-A	Glyco_tranf_GTA_type(5-206)
tr|B4WFZ9|B4WFZ9_SYNS7	GT-A	GT2(15-257)
tr|B4WHN0|B4WHN0_SYNS7	GT-A	Glyco_tranf_GTA_type(5-192)
tr|B5EBE1|B5EBE1_GEOBB	GT-A	Glyco_tranf_GTA_type(41-204)
tr|B6BIX8|B6BIX8_SULGG	GT-A	Glyco_tranf_GTA_type(5-239)
tr|B7K8V0|B7K8V0_CYAP7	GT-A	Glycos_transf_2(4-165)
tr|B8HKG6|B8HKG6_CYAP4	GT-A	Glyco_tranf_GTA_type(5-203)
tr|B8I320|B8I320_CLOCE	GT-A	Glyco_tranf_GTA_type(6-226)
tr|B9M8X3|B9M8X3_GEODF	GT-A	GT2_Chondriotin_Pol_N(11-244)
tr|B9TMA4|B9TMA4_RICCO	GT-A	Glyco_tranf_GTA_type(23-133)
tr|C0BMP3|C0BMP3_9BACT	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|C0XRE6|C0XRE6_CORLD	GT-A	Glyco_tranf_GTA_type(7-194)
tr|C1A646|C1A646_GEMAT	GT-A	GT2_Chondriotin_Pol_N(11-232)
tr|C2M8C4|C2M8C4_CAPGI	GT-A	GT2_Chondriotin_Pol_N(5-227)
tr|C3X5S1|C3X5S1_OXAFO	GT-A	Glyco_tranf_GTA_type(7-234)
tr|C3X7M0|C3X7M0_OXAFO	GT-A	GT2_Chondriotin_Pol_N(5-239)
tr|C3XBZ3|C3XBZ3_OXAFO	GT-A	Glyco_tranf_GTA_type(7-234)
tr|C5BNW0|C5BNW0_TERTT	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|C5C6W2|C5C6W2_MICLC	GT-A	Glyco_tranf_GTA_type(13-221)
tr|C6JNR6|C6JNR6_FUSVA	GT-A	Glyco_tranf_GTA_type(7-237)
tr|C6VRT8|C6VRT8_DYAFD	GT-A	GT2_Chondriotin_Pol_N(9-235)
tr|C6VRT9|C6VRT9_DYAFD	GT-A	GT2_Chondriotin_Pol_N(9-232)
tr|C6XKT1|C6XKT1_HIRBI	GT-A	Glyco_tranf_GTA_type(39-236)
tr|C6Y0M2|C6Y0M2_PEDHD	GT-A	Glyco_tranf_GTA_type(2-160)
tr|C7BJF2|C7BJF2_PHOAA	GT-A	Glyco_tranf_GTA_type(5-219)
tr|C7DCA8|C7DCA8_9RHOB	GT-A	Glyco_tranf_GTA_type(9-239)
tr|C7NGU3|C7NGU3_KYTSD	GT-A	Glyco_tranf_GTA_type(54-244)
tr|C7PX79|C7PX79_CATAD	GT-A	Glyco_tranf_GTA_type(5-257)
tr|C8XDY7|C8XDY7_NAKMY	GT-A	GT2(33-234)
tr|D0GIA7|D0GIA7_9FUSO	GT-A	GT2_Chondriotin_Pol_N(7-231)
tr|D1C9T2|D1C9T2_SPHTD	GT-A	mycofact_glyco(8-208)
tr|D1PYQ7|D1PYQ7_9BACT	GT-A	Glycos_transf_2(3-164)
tr|D1W0K5|D1W0K5_9BACT	GT-A	GT2_Chondriotin_Pol_N(14-236)
tr|D2QZ09|D2QZ09_PIRSD	GT-A	Glyco_tranf_GTA_type(7-232)
tr|D2Z342|D2Z342_9BACT	GT-A	GT2(1-305)
tr|D3EQT3|D3EQT3_ATETH	GT-A	Glycos_transf_2(4-166)
tr|D3IA86|D3IA86_9BACT	GT-A	Glycos_transf_2(6-171)
tr|D3IFZ8|D3IFZ8_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-227)
tr|D3IIF8|D3IIF8_9BACT	GT-A	Glycos_transf_2(6-170)
tr|D3PPR7|D3PPR7_MEIRD	GT-A	Glyco_tranf_GTA_type(4-193)
tr|D3RMD6|D3RMD6_ALLVD	GT-A	Glyco_tranf_GTA_type(61-258)
tr|D3UFS7|D3UFS7_HELM1	GT-A	GT2_Chondriotin_Pol_N(7-233)
tr|D4DTV1|D4DTV1_NEIEG	GT-A	GT2_Chondriotin_Pol_N(5-230)
tr|D4ZDE9|D4ZDE9_SHEVD	GT-A	GT2_Chondriotin_Pol_N(5-227)
tr|D5SKL2|D5SKL2_STRC2	GT-A	Glyco_tranf_GTA_type(111-306)
tr|D5X5A4|D5X5A4_THIK1	GT-A	Glyco_tranf_GTA_type(13-244)
tr|D6A412|D6A412_STRVD	GT-A	Glyco_tranf_GTA_type(39-251)
tr|D6A424|D6A424_STRVD	GT-A	Glyco_tranf_GTA_type(5-228)
tr|D7CVK5|D7CVK5_TRURR	GT-A	GT2(13-244)
tr|D7DYE7|D7DYE7_NOSA0	GT-A	Glyco_tranf_GTA_type(5-206)
tr|D7VJB4|D7VJB4_9SPHI	GT-A	GT2_Chondriotin_Pol_N(9-235)
tr|D7VJB5|D7VJB5_9SPHI	GT-A	GT2_Chondriotin_Pol_N(5-233)
tr|D7WC30|D7WC30_9CORY	GT-A	Glyco_tranf_GTA_type(10-202)
tr|D8DW54|D8DW54_PREBR	GT-A	Glyco_tranf_GTA_type(7-197)
tr|D8F7D3|D8F7D3_9DELT	GT-A	Glyco_tranf_GTA_type(4-231)
tr|D8G5P7|D8G5P7_9CYAN	GT-A	Glyco_tranf_GTA_type(12-191)
tr|D9T014|D9T014_MICAI	GT-A	Glyco_tranf_GTA_type(8-233)
tr|E0NTG8|E0NTG8_9BACT	GT-A	GT2_Chondriotin_Pol_N(7-225)
tr|E0UAV1|E0UAV1_CYAP2	GT-A	Glyco_tranf_GTA_type(5-188)
tr|E3EY35|E3EY35_KETVY	GT-A	Glyco_tranf_GTA_type(34-170)
tr|E3HD34|E3HD34_ILYPC	GT-A	Glyco_tranf_GTA_type(5-236)
tr|E3HIL2|E3HIL2_ACHXA	GT-A	Glyco_tranf_GTA_type(10-204)
tr|E4RYP8|E4RYP8_LEAB4	GT-A	GT2_Chondriotin_Pol_N(5-230)
tr|E4T3P5|E4T3P5_PALPW	GT-A	Glycos_transf_2(3-162)
tr|E4XWR6|E4XWR6_OIKDI	GT-A	Glyco_tranf_GTA_type(21-463)
tr|E6K562|E6K562_9BACT	GT-A	Glycos_transf_2(6-168)
tr|E6MMC5|E6MMC5_9BACT	GT-A	Glycos_transf_2(8-167)
tr|E6SW46|E6SW46_BACT6	GT-A	GT2_Chondriotin_Pol_N(8-229)
tr|E6W6P1|E6W6P1_DESIS	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|E6WZD2|E6WZD2_NITSE	GT-A	GT2_Chondriotin_Pol_N(5-227)
tr|E6XCU1|E6XCU1_CELAD	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|E7AAM0|E7AAM0_HELFC	GT-A	GT2_Chondriotin_Pol_N(17-250)
tr|E7RMI6|E7RMI6_9BACT	GT-A	GT2_Chondriotin_Pol_N(10-232)
tr|E7RRY9|E7RRY9_9BACT	GT-A	Glycos_transf_2(6-168)
tr|E7RXR8|E7RXR8_9BURK	GT-A	GT2_Chondriotin_Pol_N(21-250)
tr|E8RTH1|E8RTH1_ASTEC	GT-A	Glycos_transf_2(20-181)
tr|F0P1D6|F0P1D6_WEEVC	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|F0P1E1|F0P1E1_WEEVC	GT-A	GT2_Chondriotin_Pol_N(13-234)
tr|F0RFH1|F0RFH1_CELLC	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|F0SHX1|F0SHX1_RUBBR	GT-A	Glyco_tranf_GTA_type(55-280)
tr|F0SJX8|F0SJX8_RUBBR	GT-A	Glyco_tranf_GTA_type(20-231)
tr|F0SKC8|F0SKC8_RUBBR	GT-A	GT2(1-210)
tr|F2ICX0|F2ICX0_FLUTR	GT-A	Glyco_tranf_GTA_type(13-230)
tr|F2JJG6|F2JJG6_CELLD	GT-A	Glyco_tranf_GTA_type(6-219)
tr|F2JKI2|F2JKI2_CELLD	GT-A	Glyco_tranf_GTA_type(7-226)
tr|F2JKI3|F2JKI3_CELLD	GT-A	Glyco_tranf_GTA_type(8-204)
tr|F2K457|F2K457_MARM1	GT-A	GT2_Chondriotin_Pol_N(5-225)
tr|F2NNJ7|F2NNJ7_MARHT	GT-A	Glyco_tranf_GTA_type(7-194)
tr|F3LFJ5|F3LFJ5_9GAMM	GT-A	GT2_Chondriotin_Pol_N(7-227)
tr|F3YV70|F3YV70_DESAF	GT-A	Glyco_tranf_GTA_type(7-240)
tr|F3ZPD1|F3ZPD1_9BACE	GT-A	GT2_Chondriotin_Pol_N(10-241)
tr|F4AXW6|F4AXW6_DOKS4	GT-A	GT2_Chondriotin_Pol_N(10-239)
tr|F4CE86|F4CE86_SPHS2	GT-A	GT2_Chondriotin_Pol_N(10-230)
tr|F4CE87|F4CE87_SPHS2	GT-A	GT2_Chondriotin_Pol_N(7-228)
tr|F4F887|F4F887_VERMA	GT-A	Glyco_tranf_GTA_type(2-212)
tr|F4H3Z6|F4H3Z6_CELFA	GT-A	Glyco_tranf_GTA_type(11-223)
tr|F5ISX7|F5ISX7_9BACT	GT-A	GT2_Chondriotin_Pol_N(10-233)
tr|F5LDM2|F5LDM2_9BACL	GT-A	Glyco_tranf_GTA_type(6-226)
tr|F5LGY8|F5LGY8_9BACL	GT-A	Glyco_tranf_GTA_type(7-240)
tr|F5XP48|F5XP48_MICPN	GT-A	Glyco_tranf_GTA_type(11-184)
tr|F5XYM6|F5XYM6_RAMTT	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|F6CS41|F6CS41_MARPP	GT-A	GT2_Chondriotin_Pol_N(8-228)
tr|F6GIM3|F6GIM3_LACS5	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|F6GIM6|F6GIM6_LACS5	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|F7YJ16|F7YJ16_VIBA7	GT-A	Glyco_tranf_GTA_type(27-257)
tr|F8AC14|F8AC14_THEID	GT-A	GT2_Chondriotin_Pol_N(5-228)
tr|F8WZZ7|F8WZZ7_9BACT	GT-A	GT2_Chondriotin_Pol_N(11-240)
tr|F8X113|F8X113_9BACT	GT-A	GT2_Chondriotin_Pol_N(10-232)
tr|F9D315|F9D315_PREDD	GT-A	GT2_Chondriotin_Pol_N(13-236)
tr|F9DF28|F9DF28_9BACT	GT-A	Glycos_transf_2(6-165)
tr|F9RCQ3|F9RCQ3_VIBSN	GT-A	GT2_Chondriotin_Pol_N(5-225)
tr|F9UAT6|F9UAT6_9GAMM	GT-A	GT2(4-309)
tr|G0A099|G0A099_METMM	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|G0G0E5|G0G0E5_AMYMS	GT-A	Glyco_tranf_GTA_type(9-237)
tr|G0G0E6|G0G0E6_AMYMS	GT-A	Glyco_tranf_GTA_type(14-239)
tr|G0LCN3|G0LCN3_ZOBGA	GT-A	GT2_Chondriotin_Pol_N(13-242)
tr|G1W9A1|G1W9A1_9BACT	GT-A	Glyco_tranf_GTA_type(7-196)
tr|G2DNA3|G2DNA3_9NEIS	GT-A	GT2_Chondriotin_Pol_N(12-235)
tr|G2FJ33|G2FJ33_9GAMM	GT-A	GT2_Chondriotin_Pol_N(3-232)
tr|G2PRE6|G2PRE6_MURRD	GT-A	GT2_Chondriotin_Pol_N(13-242)
tr|G2Z0M0|G2Z0M0_FLABF	GT-A	GT2(1-297)
tr|G2Z133|G2Z133_FLABF	GT-A	GT2_Chondriotin_Pol_N(6-235)
tr|G3IW83|G3IW83_METTV	GT-A	GT2_Chondriotin_Pol_N(6-235)
tr|G6FVH1|G6FVH1_9CYAN	GT-A	Glyco_tranf_GTA_type(40-241)
tr|G8UHM9|G8UHM9_TANFA	GT-A	Glyco_tranf_GTA_type(156-215)
tr|G8X9X8|G8X9X8_FLACA	GT-A	Glyco_tranf_GTA_type(242-418)
tr|H0HYL1|H0HYL1_9RHIZ	GT-A	Glyco_tranf_GTA_type(6-121)
tr|H1HQB7|H1HQB7_9BACT	GT-A	Glyco_tranf_GTA_type(5-142)
tr|H1Q3V8|H1Q3V8_9BACT	GT-A	Glyco_tranf_GTA_type(16-221)
tr|H1XSL4|H1XSL4_9BACT	GT-A	Glyco_tranf_GTA_type(6-234)
tr|H1ZDE7|H1ZDE7_MYROD	GT-A	Glyco_tranf_GTA_type(4-113)
tr|H2BV68|H2BV68_9FLAO	GT-A	Glyco_tranf_GTA_type(241-342)
tr|H2BV73|H2BV73_9FLAO	GT-A	Glyco_tranf_GTA_type(4-201)
tr|H5UNQ4|H5UNQ4_9MICO	GT-A	GT2(1-233)
tr|H6L4C0|H6L4C0_SAPGL	GT-A	Glycos_transf_2(3-117)
tr|H7FRJ9|H7FRJ9_FLAFP	GT-A	Glyco_tranf_GTA_type(4-187)
tr|H8GFT7|H8GFT7_METAL	GT-A	GT2_Chondriotin_Pol_N(6-235)
tr|H8L2B3|H8L2B3_FRAAD	GT-A	GT2_Chondriotin_Pol_N(5-231)
tr|H8XUC9|H8XUC9_FLAIG	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|I0AN66|I0AN66_IGNAJ	GT-A	Glyco_tranf_GTA_type(6-238)
tr|I0KZQ2|I0KZQ2_9ACTN	GT-A	Glyco_tranf_GTA_type(9-224)
tr|I0KZQ3|I0KZQ3_9ACTN	GT-A	Glyco_tranf_GTA_type(9-224)
tr|I0TEK6|I0TEK6_9BACT	GT-A	Glycos_transf_2(3-169)
tr|I0WFF8|I0WFF8_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|I1AWV9|I1AWV9_9RHOB	GT-A	Glyco_tranf_GTA_type(20-215)
tr|I3CJH3|I3CJH3_9GAMM	GT-A	GT2_Chondriotin_Pol_N(8-240)
tr|I3I9U3|I3I9U3_9GAMM	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|I3YX04|I3YX04_AEQSU	GT-A	Glyco_tranf_GTA_type(4-200)
tr|I3YXL6|I3YXL6_AEQSU	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|I3ZZN6|I3ZZN6_ORNRL	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|I4AGV2|I4AGV2_BERLS	GT-A	Glyco_tranf_GTA_type(6-220)
tr|I4B7L5|I4B7L5_TURPD	GT-A	Glyco_tranf_GTA_type(6-242)
tr|I4VX52|I4VX52_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-231)
tr|I4VXT0|I4VXT0_9GAMM	GT-A	GT2_Chondriotin_Pol_N(10-231)
tr|I9GZM1|I9GZM1_9BACE	GT-A	Glyco_tranf_GTA_type(4-204)
tr|I9W7N1|I9W7N1_9RALS	GT-A	GT2_Chondriotin_Pol_N(11-241)
tr|I9WI34|I9WI34_9SPHN	GT-A	mycofact_glyco(2-217)
tr|J0ZKX4|J0ZKX4_9RHIZ	GT-A	Glyco_tranf_GTA_type(6-99)
tr|J2H2Q9|J2H2Q9_9SPHN	GT-A	GT2(1-256)
tr|J2JZH1|J2JZH1_FLASC	GT-A	Glyco_tranf_GTA_type(3-167)
tr|J2L827|J2L827_9BURK	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|J2Q442|J2Q442_9SPHN	GT-A	Glyco_tranf_GTA_type(5-158)
tr|J2SGT2|J2SGT2_FLASC	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|J9QT42|J9QT42_RIEAN	GT-A	Glycos_transf_2(3-165)
tr|K0NL20|K0NL20_DESTT	GT-A	GT2_Chondriotin_Pol_N(5-228)
tr|K1JSP6|K1JSP6_9BURK	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|K2P5T2|K2P5T2_9FLAO	GT-A	GT2_Chondriotin_Pol_N(10-239)
tr|K4IAL6|K4IAL6_PSYTT	GT-A	GT2_Chondriotin_Pol_N(9-230)
tr|K6XRP8|K6XRP8_9ACTN	GT-A	Glyco_tranf_GTA_type(21-232)
tr|K7S684|K7S684_9HELI	GT-A	Glyco_tranf_GTA_type(5-237)
tr|K7SPI7|K7SPI7_9HELI	GT-A	Glyco_tranf_GTA_type(8-241)
tr|K9E1C3|K9E1C3_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|K9E5U6|K9E5U6_9BACE	GT-A	Glyco_tranf_GTA_type(4-201)
tr|K9PQF8|K9PQF8_9CYAN	GT-A	Glyco_tranf_GTA_type(14-198)
tr|K9QL46|K9QL46_NOSS7	GT-A	Glyco_tranf_GTA_type(14-215)
tr|K9RFA1|K9RFA1_9CYAN	GT-A	Glyco_tranf_GTA_type(5-206)
tr|K9RQK5|K9RQK5_SYNP3	GT-A	Glyco_tranf_GTA_type(5-206)
tr|K9SB15|K9SB15_9CYAN	GT-A	Glyco_tranf_GTA_type(5-203)
tr|K9SUI9|K9SUI9_9SYNE	GT-A	Glyco_tranf_GTA_type(8-200)
tr|K9SZQ3|K9SZQ3_9SYNE	GT-A	Glyco_tranf_GTA_type(4-186)
tr|K9T527|K9T527_9CYAN	GT-A	Glycos_transf_2(4-166)
tr|K9TFE8|K9TFE8_9CYAN	GT-A	Glyco_tranf_GTA_type(5-206)
tr|K9U6Y4|K9U6Y4_9CYAN	GT-A	Glyco_tranf_GTA_type(9-188)
tr|K9UH61|K9UH61_CHAP6	GT-A	Glyco_tranf_GTA_type(13-202)
tr|K9V5H9|K9V5H9_9CYAN	GT-A	Glyco_tranf_GTA_type(17-207)
tr|K9V5R6|K9V5R6_9CYAN	GT-A	BcsA(13-276)
tr|K9VGV6|K9VGV6_9CYAN	GT-A	Glyco_tranf_GTA_type(5-184)
tr|K9WYC5|K9WYC5_9NOST	GT-A	Glyco_tranf_GTA_type(14-220)
tr|K9XX14|K9XX14_STAC7	GT-A	GT2(2-318)
tr|K9Y0E2|K9Y0E2_STAC7	GT-A	Glycos_transf_2(4-164)
tr|K9Y6C0|K9Y6C0_HALP7	GT-A	Glyco_tranf_GTA_type(5-181)
tr|K9YK52|K9YK52_CYASC	GT-A	Glyco_tranf_GTA_type(5-187)
tr|K9YPI0|K9YPI0_DACSA	GT-A	Glyco_tranf_GTA_type(5-181)
tr|K9Z1W5|K9Z1W5_CYAAP	GT-A	Glyco_tranf_GTA_type(5-205)
tr|K9ZIZ9|K9ZIZ9_ANACC	GT-A	Glyco_tranf_GTA_type(14-215)
tr|L0EBE3|L0EBE3_THECK	GT-A	Glyco_tranf_GTA_type(7-227)
tr|L0FST6|L0FST6_ECHVK	GT-A	Glyco_tranf_GTA_type(13-245)
tr|L1N4R4|L1N4R4_9BACT	GT-A	Glycos_transf_2(13-177)
tr|L1N820|L1N820_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-227)
tr|L7W1Y5|L7W1Y5_NONDD	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|L8J5F6|L8J5F6_9GAMM	GT-A	Glyco_tranf_GTA_type(6-237)
tr|L8JWQ0|L8JWQ0_9BACT	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|L8LM47|L8LM47_9CHRO	GT-A	Glycos_transf_2(4-164)
tr|L8M5E0|L8M5E0_9CYAN	GT-A	Glycos_transf_2(4-166)
